16.0,215.0,53.0,96.0,3.0,1.0,0.0,
16.0,188.0,17.0,87.0,5.0,2.0,0.0,
32.0,6.0,127.0,19.0,10.0,1.0,0.0,
16.0,24.0,94.0,45.0,11.0,10.0,0.0,
256.0,202.0,20.0,66.0,6.0,5.0,3.0,
64.0,93.0,95.0,10.0,10.0,4.0,3.0,
256.0,157.0,106.0,83.0,11.0,7.0,5.0,
32.0,224.0,48.0,13.0,11.0,10.0,8.0,
64.0,109.0,24.0,83.0,7.0,2.0,1.0,
256.0,201.0,41.0,5.0,5.0,2.0,1.0,
16.0,225.0,47.0,93.0,10.0,4.0,3.0,
256.0,163.0,33.0,6.0,2.0,1.0,0.0,
32.0,240.0,84.0,74.0,5.0,2.0,1.0,
256.0,231.0,64.0,81.0,5.0,2.0,1.0,
128.0,184.0,21.0,30.0,9.0,1.0,0.0,
256.0,235.0,29.0,24.0,8.0,2.0,0.0,
64.0,72.0,173.0,61.0,6.0,5.0,1.0,
16.0,105.0,159.0,35.0,10.0,6.0,0.0,
32.0,24.0,21.0,86.0,10.0,4.0,2.0,
16.0,82.0,140.0,62.0,10.0,7.0,0.0,
64.0,193.0,24.0,29.0,8.0,4.0,3.0,
256.0,107.0,68.0,84.0,11.0,9.0,0.0,
128.0,136.0,50.0,7.0,8.0,7.0,0.0,
256.0,77.0,49.0,64.0,3.0,2.0,0.0,
16.0,145.0,35.0,52.0,3.0,1.0,0.0,
64.0,178.0,17.0,16.0,5.0,1.0,0.0,
64.0,242.0,42.0,92.0,3.0,1.0,0.0,
16.0,8.0,30.0,61.0,9.0,6.0,4.0,
32.0,201.0,148.0,29.0,7.0,5.0,0.0,
32.0,30.0,72.0,63.0,8.0,2.0,0.0,
256.0,56.0,93.0,10.0,5.0,4.0,2.0,
64.0,204.0,20.0,92.0,3.0,1.0,0.0,
32.0,237.0,56.0,31.0,10.0,5.0,4.0,
64.0,121.0,30.0,95.0,5.0,1.0,0.0,
32.0,224.0,132.0,38.0,7.0,6.0,5.0,
16.0,103.0,13.0,73.0,10.0,8.0,2.0,
32.0,140.0,12.0,53.0,10.0,8.0,2.0,
128.0,207.0,67.0,70.0,6.0,5.0,3.0,
32.0,171.0,107.0,100.0,2.0,1.0,0.0,
16.0,88.0,31.0,54.0,11.0,4.0,2.0,
64.0,193.0,17.0,4.0,8.0,2.0,1.0,
256.0,32.0,212.0,77.0,10.0,4.0,1.0,
32.0,188.0,79.0,6.0,10.0,8.0,4.0,
256.0,191.0,19.0,97.0,9.0,4.0,2.0,
16.0,251.0,191.0,45.0,6.0,5.0,0.0,
32.0,93.0,8.0,61.0,8.0,5.0,4.0,
128.0,44.0,105.0,96.0,9.0,2.0,0.0,
256.0,10.0,79.0,64.0,6.0,1.0,0.0,
32.0,137.0,22.0,58.0,3.0,2.0,1.0,
128.0,127.0,44.0,38.0,2.0,1.0,0.0,
16.0,17.0,104.0,23.0,7.0,4.0,1.0,
64.0,211.0,138.0,65.0,3.0,1.0,0.0,
256.0,212.0,7.0,24.0,5.0,1.0,0.0,
16.0,109.0,156.0,29.0,3.0,2.0,1.0,
64.0,144.0,93.0,85.0,5.0,1.0,0.0,
256.0,152.0,22.0,70.0,8.0,1.0,0.0,
32.0,89.0,130.0,25.0,6.0,3.0,2.0,
128.0,143.0,101.0,65.0,10.0,5.0,0.0,
64.0,165.0,143.0,20.0,4.0,1.0,0.0,
64.0,65.0,27.0,73.0,2.0,1.0,0.0,
16.0,94.0,43.0,72.0,10.0,3.0,0.0,
64.0,115.0,133.0,51.0,5.0,2.0,1.0,
128.0,204.0,25.0,8.0,10.0,6.0,3.0,
32.0,139.0,8.0,68.0,10.0,5.0,3.0,
64.0,18.0,107.0,9.0,4.0,2.0,1.0,
128.0,59.0,28.0,12.0,9.0,4.0,2.0,
256.0,207.0,72.0,77.0,4.0,2.0,1.0,
128.0,229.0,34.0,76.0,2.0,1.0,0.0,
256.0,1.0,172.0,91.0,8.0,7.0,6.0,
32.0,193.0,69.0,30.0,8.0,5.0,1.0,
256.0,83.0,12.0,28.0,11.0,9.0,6.0,
64.0,183.0,139.0,6.0,2.0,1.0,0.0,
32.0,40.0,131.0,59.0,6.0,1.0,0.0,
256.0,239.0,5.0,20.0,9.0,7.0,6.0,
16.0,8.0,30.0,69.0,4.0,3.0,1.0,
32.0,158.0,147.0,30.0,7.0,2.0,1.0,
256.0,73.0,30.0,84.0,9.0,1.0,0.0,
16.0,124.0,68.0,50.0,9.0,2.0,1.0,
16.0,128.0,135.0,11.0,10.0,9.0,2.0,
128.0,191.0,42.0,40.0,5.0,4.0,0.0,
256.0,21.0,80.0,90.0,6.0,2.0,1.0,
256.0,149.0,22.0,75.0,5.0,3.0,0.0,
32.0,104.0,23.0,44.0,10.0,3.0,0.0,
256.0,104.0,13.0,29.0,10.0,2.0,1.0,
32.0,170.0,58.0,30.0,3.0,2.0,0.0,
128.0,189.0,32.0,86.0,5.0,3.0,2.0,
128.0,46.0,160.0,99.0,3.0,1.0,0.0,
128.0,20.0,69.0,3.0,10.0,2.0,1.0,
32.0,74.0,41.0,72.0,2.0,1.0,0.0,
32.0,94.0,118.0,41.0,11.0,7.0,6.0,
64.0,148.0,116.0,4.0,6.0,1.0,0.0,
256.0,35.0,185.0,27.0,10.0,7.0,2.0,
64.0,137.0,108.0,66.0,3.0,2.0,1.0,
16.0,223.0,159.0,43.0,5.0,4.0,0.0,
64.0,237.0,90.0,39.0,2.0,1.0,0.0,
128.0,213.0,100.0,88.0,9.0,2.0,1.0,
128.0,99.0,52.0,84.0,6.0,5.0,4.0,
32.0,14.0,64.0,51.0,3.0,2.0,1.0,
64.0,192.0,36.0,70.0,10.0,4.0,1.0,
32.0,163.0,24.0,59.0,4.0,3.0,2.0,
64.0,129.0,2.0,68.0,2.0,1.0,0.0,
128.0,204.0,4.0,21.0,4.0,1.0,0.0,
64.0,48.0,67.0,28.0,7.0,3.0,2.0,
64.0,217.0,169.0,79.0,7.0,4.0,1.0,
32.0,73.0,15.0,3.0,7.0,6.0,0.0,
16.0,223.0,40.0,46.0,2.0,1.0,0.0,
16.0,67.0,84.0,13.0,9.0,8.0,2.0,
16.0,4.0,83.0,51.0,11.0,9.0,4.0,
16.0,232.0,40.0,41.0,6.0,4.0,0.0,
256.0,117.0,1.0,76.0,11.0,8.0,5.0,
256.0,10.0,47.0,48.0,4.0,2.0,0.0,
16.0,240.0,13.0,14.0,4.0,2.0,1.0,
64.0,30.0,42.0,45.0,11.0,2.0,1.0,
64.0,91.0,62.0,62.0,2.0,1.0,0.0,
64.0,198.0,63.0,4.0,5.0,2.0,0.0,
256.0,140.0,21.0,39.0,8.0,4.0,3.0,
64.0,117.0,25.0,51.0,4.0,3.0,1.0,
16.0,238.0,170.0,48.0,10.0,7.0,0.0,
32.0,16.0,67.0,63.0,5.0,2.0,1.0,
32.0,95.0,29.0,84.0,2.0,1.0,0.0,
16.0,212.0,23.0,31.0,11.0,3.0,2.0,
32.0,210.0,64.0,65.0,11.0,8.0,4.0,
32.0,155.0,72.0,12.0,6.0,1.0,0.0,
128.0,15.0,82.0,80.0,4.0,1.0,0.0,
256.0,122.0,20.0,34.0,5.0,2.0,1.0,
64.0,102.0,50.0,17.0,8.0,7.0,4.0,
128.0,121.0,83.0,30.0,7.0,4.0,1.0,
256.0,74.0,66.0,33.0,5.0,3.0,2.0,
32.0,121.0,92.0,6.0,3.0,2.0,1.0,
64.0,242.0,48.0,45.0,11.0,3.0,0.0,
128.0,150.0,188.0,89.0,9.0,3.0,1.0,
32.0,232.0,114.0,81.0,9.0,7.0,5.0,
128.0,125.0,188.0,76.0,11.0,3.0,2.0,
32.0,53.0,81.0,46.0,7.0,1.0,0.0,
32.0,244.0,4.0,9.0,4.0,1.0,0.0,
256.0,60.0,26.0,30.0,9.0,7.0,0.0,
16.0,142.0,5.0,64.0,5.0,1.0,0.0,
32.0,16.0,76.0,56.0,9.0,8.0,2.0,
16.0,77.0,35.0,44.0,9.0,3.0,1.0,
