1.000000000000000000e+00,2.970089912414550781e-01
1.000000000000000000e+00,4.050710201263427734e-01
1.000000000000000000e+00,2.922520041465759277e-01
1.000000000000000000e+00,3.313509821891784668e-01
2.000000000000000000e+00,6.331859827041625977e-01
1.000000000000000000e+00,2.476520091295242310e-01
1.000000000000000000e+00,2.660939991474151611e-01
1.000000000000000000e+00,2.304970175027847290e-01
1.000000000000000000e+00,2.276799976825714111e-01
1.000000000000000000e+00,2.128870040178298950e-01
1.000000000000000000e+00,2.389549911022186279e-01
1.000000000000000000e+00,2.363790124654769897e-01
1.000000000000000000e+00,3.138940334320068359e-01
1.000000000000000000e+00,2.336019873619079590e-01
1.000000000000000000e+00,2.319059967994689941e-01
1.000000000000000000e+00,2.325859963893890381e-01
1.000000000000000000e+00,3.225979804992675781e-01
1.000000000000000000e+00,4.875569939613342285e-01
1.000000000000000000e+00,2.440680116415023804e-01
1.000000000000000000e+00,2.197399884462356567e-01
2.000000000000000000e+00,6.160240173339843750e-01
2.000000000000000000e+00,5.315650105476379395e-01
1.000000000000000000e+00,2.387389987707138062e-01
1.000000000000000000e+00,5.681589841842651367e-01
1.000000000000000000e+00,5.003330111503601074e-01
2.000000000000000000e+00,5.269340276718139648e-01
1.000000000000000000e+00,2.371370196342468262e-01
1.000000000000000000e+00,2.296919822692871094e-01
1.000000000000000000e+00,2.217810004949569702e-01
1.000000000000000000e+00,2.200950086116790771e-01
1.000000000000000000e+00,2.297749966382980347e-01
1.000000000000000000e+00,1.789899915456771851e-01
1.000000000000000000e+00,3.751670122146606445e-01
1.000000000000000000e+00,2.286459952592849731e-01
2.000000000000000000e+00,5.334380269050598145e-01
2.000000000000000000e+00,6.322709918022155762e-01
1.000000000000000000e+00,2.437149882316589355e-01
1.000000000000000000e+00,2.363790124654769897e-01
1.000000000000000000e+00,4.114240109920501709e-01
1.000000000000000000e+00,5.051469802856445312e-01
1.000000000000000000e+00,2.217179983854293823e-01
1.000000000000000000e+00,2.371419817209243774e-01
1.000000000000000000e+00,3.669359683990478516e-01
2.000000000000000000e+00,5.721009969711303711e-01
1.000000000000000000e+00,6.386770009994506836e-01
1.000000000000000000e+00,3.547270298004150391e-01
2.000000000000000000e+00,6.183210015296936035e-01
1.000000000000000000e+00,7.908970117568969727e-01
1.000000000000000000e+00,5.826529860496520996e-01
1.000000000000000000e+00,2.430199831724166870e-01
1.000000000000000000e+00,3.498940169811248779e-01
1.000000000000000000e+00,2.295379936695098877e-01
1.000000000000000000e+00,5.656740069389343262e-01
1.000000000000000000e+00,2.472420036792755127e-01
1.000000000000000000e+00,2.242240160703659058e-01
1.000000000000000000e+00,4.290719926357269287e-01
1.000000000000000000e+00,2.432680130004882812e-01
2.000000000000000000e+00,5.641329884529113770e-01
1.000000000000000000e+00,3.495649695396423340e-01
1.000000000000000000e+00,2.267489880323410034e-01
1.000000000000000000e+00,4.036449790000915527e-01
1.000000000000000000e+00,1.996529847383499146e-01
2.000000000000000000e+00,6.563749909400939941e-01
1.000000000000000000e+00,1.965209841728210449e-01
