36.0,26.0,94.0,94.0,
43.0,19.0,197.0,197.0,
16.0,33.0,141.0,141.0,
19.0,35.0,120.0,120.0,
43.0,14.0,113.0,113.0,
36.0,46.0,31.0,31.0,
39.0,45.0,191.0,191.0,
37.0,42.0,44.0,44.0,
26.0,32.0,87.0,87.0,
16.0,37.0,187.0,187.0,
41.0,38.0,34.0,34.0,
46.0,23.0,103.0,103.0,
31.0,42.0,82.0,82.0,
22.0,12.0,185.0,185.0,
18.0,11.0,67.0,67.0,
11.0,28.0,25.0,25.0,
42.0,20.0,178.0,178.0,
10.0,35.0,183.0,183.0,
45.0,46.0,108.0,108.0,
24.0,49.0,39.0,39.0,
13.0,12.0,36.0,36.0,
40.0,19.0,50.0,50.0,
22.0,43.0,89.0,89.0,
44.0,47.0,47.0,47.0,
46.0,27.0,76.0,76.0,
11.0,47.0,110.0,110.0,
46.0,48.0,197.0,197.0,
21.0,15.0,38.0,38.0,
27.0,23.0,192.0,192.0,
20.0,41.0,54.0,54.0,
23.0,16.0,158.0,158.0,
10.0,22.0,20.0,20.0,
30.0,31.0,60.0,60.0,
10.0,32.0,140.0,140.0,
10.0,39.0,65.0,65.0,
43.0,29.0,131.0,131.0,
42.0,12.0,86.0,86.0,
45.0,33.0,67.0,67.0,
37.0,17.0,30.0,30.0,
43.0,30.0,10.0,10.0,
24.0,35.0,100.0,100.0,
18.0,35.0,121.0,121.0,
20.0,49.0,154.0,154.0,
27.0,28.0,187.0,187.0,
29.0,30.0,23.0,23.0,
46.0,34.0,179.0,179.0,
45.0,47.0,127.0,127.0,
29.0,34.0,90.0,90.0,
44.0,29.0,123.0,123.0,
40.0,46.0,79.0,79.0,
27.0,38.0,112.0,112.0,
36.0,14.0,104.0,104.0,
43.0,43.0,60.0,60.0,
28.0,27.0,172.0,172.0,
34.0,35.0,135.0,135.0,
29.0,12.0,111.0,111.0,
12.0,11.0,175.0,175.0,
43.0,20.0,193.0,193.0,
26.0,18.0,48.0,48.0,
19.0,35.0,69.0,69.0,
34.0,29.0,161.0,161.0,
38.0,36.0,156.0,156.0,
31.0,36.0,169.0,169.0,
48.0,39.0,177.0,177.0,
23.0,46.0,44.0,44.0,
29.0,15.0,64.0,64.0,
25.0,12.0,174.0,174.0,
38.0,37.0,149.0,149.0,
49.0,15.0,157.0,157.0,
42.0,22.0,15.0,15.0,
31.0,17.0,71.0,71.0,
45.0,14.0,27.0,27.0,
40.0,12.0,37.0,37.0,
41.0,22.0,120.0,120.0,
11.0,45.0,60.0,60.0,
27.0,45.0,98.0,98.0,
29.0,38.0,148.0,148.0,
49.0,25.0,149.0,149.0,
12.0,35.0,29.0,29.0,
42.0,41.0,13.0,13.0,
38.0,45.0,182.0,182.0,
29.0,26.0,197.0,197.0,
30.0,30.0,68.0,68.0,
45.0,14.0,55.0,55.0,
10.0,19.0,56.0,56.0,
18.0,22.0,92.0,92.0,
24.0,39.0,116.0,116.0,
45.0,38.0,74.0,74.0,
26.0,49.0,142.0,142.0,
23.0,23.0,154.0,154.0,
44.0,25.0,60.0,60.0,
43.0,14.0,47.0,47.0,
26.0,49.0,174.0,174.0,
40.0,24.0,140.0,140.0,
45.0,26.0,61.0,61.0,
43.0,16.0,43.0,43.0,
32.0,27.0,20.0,20.0,
36.0,27.0,29.0,29.0,
47.0,25.0,87.0,87.0,
20.0,18.0,162.0,162.0,
31.0,30.0,136.0,136.0,
39.0,40.0,44.0,44.0,
37.0,10.0,71.0,71.0,
38.0,25.0,34.0,34.0,
46.0,22.0,193.0,193.0,
24.0,34.0,157.0,157.0,
45.0,20.0,117.0,117.0,
15.0,28.0,92.0,92.0,
10.0,19.0,122.0,122.0,
17.0,15.0,73.0,73.0,
27.0,12.0,164.0,164.0,
35.0,24.0,196.0,196.0,
37.0,12.0,141.0,141.0,
34.0,29.0,86.0,86.0,
42.0,38.0,138.0,138.0,
29.0,27.0,137.0,137.0,
36.0,24.0,58.0,58.0,
37.0,30.0,82.0,82.0,
39.0,14.0,174.0,174.0,
31.0,44.0,45.0,45.0,
18.0,35.0,79.0,79.0,
39.0,17.0,190.0,190.0,
16.0,24.0,181.0,181.0,
14.0,21.0,132.0,132.0,
19.0,38.0,137.0,137.0,
42.0,33.0,105.0,105.0,
46.0,29.0,103.0,103.0,
13.0,15.0,129.0,129.0,
13.0,30.0,126.0,126.0,
47.0,39.0,80.0,80.0,
14.0,33.0,30.0,30.0,
28.0,22.0,108.0,108.0,
34.0,39.0,64.0,64.0,
28.0,49.0,69.0,69.0,
18.0,16.0,90.0,90.0,
30.0,19.0,69.0,69.0,
33.0,35.0,137.0,137.0,
13.0,26.0,71.0,71.0,
38.0,19.0,170.0,170.0,
10.0,19.0,150.0,150.0,
30.0,12.0,34.0,34.0,
40.0,43.0,52.0,52.0,
17.0,23.0,152.0,152.0,
38.0,38.0,193.0,193.0,
18.0,18.0,183.0,183.0,
45.0,39.0,161.0,161.0,
42.0,49.0,91.0,91.0,
46.0,36.0,30.0,30.0,
28.0,26.0,91.0,91.0,
21.0,34.0,124.0,124.0,
13.0,17.0,89.0,89.0,
21.0,31.0,39.0,39.0,
25.0,35.0,35.0,35.0,
19.0,15.0,101.0,101.0,
39.0,41.0,171.0,171.0,
40.0,26.0,102.0,102.0,
41.0,41.0,141.0,141.0,
41.0,43.0,25.0,25.0,
49.0,40.0,122.0,122.0,
35.0,21.0,12.0,12.0,
24.0,26.0,145.0,145.0,
17.0,14.0,50.0,50.0,
24.0,14.0,40.0,40.0,
16.0,18.0,17.0,17.0,
10.0,32.0,56.0,56.0,
46.0,37.0,162.0,162.0,
23.0,24.0,16.0,16.0,
31.0,28.0,148.0,148.0,
38.0,16.0,89.0,89.0,
33.0,14.0,174.0,174.0,
