Memory Usage(%), PCI Throughput(GB/s), Core Util(%), Mem Util(%)
0.12325232061,0.00381469726562,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
1.41740168702,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.000953674316406,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
2.60062396487,0.0,0,0
