128.0,73.0,12.0,5.0,5e-05,0.75,
128.0,159.0,8.0,5.0,0.0001,0.75,
64.0,103.0,125.0,5.0,0.0001,0.75,
256.0,35.0,172.0,5.0,5e-05,0.75,
16.0,58.0,14.0,5.0,0.0001,0.75,
16.0,186.0,183.0,5.0,5e-05,0.75,
16.0,108.0,16.0,5.0,5e-05,0.75,
64.0,49.0,30.0,5.0,5e-05,0.75,
256.0,249.0,86.0,5.0,5e-05,0.75,
32.0,147.0,36.0,5.0,0.0001,0.75,
32.0,139.0,79.0,5.0,0.0001,0.75,
128.0,110.0,53.0,5.0,0.0001,0.75,
64.0,81.0,80.0,5.0,5e-05,0.75,
64.0,132.0,67.0,5.0,0.0001,0.75,
32.0,229.0,5.0,5.0,0.0001,0.75,
64.0,196.0,11.0,5.0,0.0001,0.75,
128.0,133.0,26.0,5.0,0.0001,0.75,
32.0,86.0,5.0,5.0,0.0001,0.75,
16.0,20.0,187.0,5.0,0.0001,0.75,
32.0,45.0,101.0,5.0,0.0001,0.75,
256.0,55.0,95.0,5.0,5e-05,0.75,
32.0,45.0,195.0,5.0,5e-05,0.75,
32.0,216.0,51.0,5.0,5e-05,0.75,
256.0,141.0,6.0,5.0,0.0001,0.75,
16.0,173.0,24.0,5.0,0.0001,0.75,
256.0,134.0,58.0,5.0,5e-05,0.75,
32.0,106.0,74.0,5.0,5e-05,0.75,
32.0,8.0,39.0,5.0,0.0001,0.75,
32.0,178.0,6.0,5.0,5e-05,0.75,
256.0,24.0,96.0,5.0,5e-05,0.75,
256.0,252.0,34.0,5.0,5e-05,0.75,
128.0,85.0,53.0,5.0,0.0001,0.75,
256.0,197.0,49.0,5.0,5e-05,0.75,
128.0,63.0,177.0,5.0,5e-05,0.75,
128.0,246.0,101.0,5.0,5e-05,0.75,
32.0,164.0,27.0,5.0,5e-05,0.75,
16.0,117.0,4.0,5.0,0.0001,0.75,
256.0,79.0,23.0,5.0,5e-05,0.75,
32.0,228.0,133.0,5.0,5e-05,0.75,
16.0,122.0,51.0,5.0,5e-05,0.75,
256.0,150.0,45.0,5.0,5e-05,0.75,
64.0,71.0,185.0,5.0,5e-05,0.75,
64.0,202.0,74.0,5.0,5e-05,0.75,
64.0,119.0,140.0,5.0,0.0001,0.75,
256.0,79.0,36.0,5.0,0.0001,0.75,
256.0,218.0,49.0,5.0,0.0001,0.75,
16.0,100.0,68.0,5.0,0.0001,0.75,
64.0,99.0,94.0,5.0,5e-05,0.75,
16.0,195.0,29.0,5.0,5e-05,0.75,
256.0,187.0,19.0,5.0,0.0001,0.75,
256.0,27.0,13.0,5.0,0.0001,0.75,
128.0,145.0,17.0,5.0,0.0001,0.75,
16.0,123.0,59.0,5.0,0.0001,0.75,
32.0,185.0,127.0,5.0,5e-05,0.75,
128.0,47.0,15.0,5.0,0.0001,0.75,
32.0,125.0,61.0,5.0,5e-05,0.75,
16.0,214.0,90.0,5.0,0.0001,0.75,
64.0,217.0,122.0,5.0,5e-05,0.75,
16.0,251.0,19.0,5.0,0.0001,0.75,
128.0,238.0,47.0,5.0,5e-05,0.75,
16.0,139.0,70.0,5.0,0.0001,0.75,
128.0,179.0,82.0,5.0,5e-05,0.75,
32.0,55.0,46.0,5.0,5e-05,0.75,
128.0,151.0,135.0,5.0,5e-05,0.75,
128.0,249.0,36.0,5.0,0.0001,0.75,
16.0,161.0,103.0,5.0,0.0001,0.75,
256.0,250.0,60.0,5.0,5e-05,0.75,
64.0,171.0,90.0,5.0,0.0001,0.75,
128.0,142.0,5.0,5.0,5e-05,0.75,
32.0,207.0,91.0,5.0,5e-05,0.75,
64.0,210.0,84.0,5.0,5e-05,0.75,
32.0,250.0,51.0,5.0,0.0001,0.75,
32.0,14.0,63.0,5.0,5e-05,0.75,
64.0,29.0,70.0,5.0,5e-05,0.75,
64.0,29.0,68.0,5.0,5e-05,0.75,
256.0,167.0,37.0,5.0,0.0001,0.75,
32.0,241.0,117.0,5.0,5e-05,0.75,
128.0,72.0,118.0,5.0,5e-05,0.75,
128.0,133.0,7.0,5.0,0.0001,0.75,
64.0,168.0,93.0,5.0,5e-05,0.75,
32.0,99.0,8.0,5.0,0.0001,0.75,
16.0,123.0,37.0,5.0,5e-05,0.75,
32.0,116.0,104.0,5.0,0.0001,0.75,
16.0,208.0,145.0,5.0,0.0001,0.75,
32.0,88.0,17.0,5.0,0.0001,0.75,
256.0,116.0,22.0,5.0,0.0001,0.75,
64.0,95.0,144.0,5.0,5e-05,0.75,
64.0,164.0,1.0,5.0,5e-05,0.75,
256.0,206.0,44.0,5.0,0.0001,0.75,
32.0,111.0,7.0,5.0,0.0001,0.75,
16.0,77.0,2.0,5.0,5e-05,0.75,
16.0,41.0,60.0,5.0,5e-05,0.75,
256.0,26.0,20.0,5.0,0.0001,0.75,
64.0,223.0,30.0,5.0,5e-05,0.75,
256.0,144.0,30.0,5.0,0.0001,0.75,
128.0,111.0,115.0,5.0,0.0001,0.75,
16.0,175.0,11.0,5.0,5e-05,0.75,
32.0,203.0,17.0,5.0,5e-05,0.75,
16.0,76.0,38.0,5.0,0.0001,0.75,
64.0,92.0,20.0,5.0,5e-05,0.75,
32.0,67.0,122.0,5.0,0.0001,0.75,
16.0,9.0,54.0,5.0,0.0001,0.75,
64.0,64.0,90.0,5.0,5e-05,0.75,
128.0,73.0,79.0,5.0,5e-05,0.75,
256.0,3.0,14.0,5.0,0.0001,0.75,
256.0,134.0,11.0,5.0,5e-05,0.75,
128.0,217.0,71.0,5.0,5e-05,0.75,
128.0,132.0,67.0,5.0,5e-05,0.75,
64.0,147.0,41.0,5.0,5e-05,0.75,
64.0,4.0,149.0,5.0,5e-05,0.75,
128.0,230.0,39.0,5.0,0.0001,0.75,
16.0,199.0,60.0,5.0,5e-05,0.75,
64.0,120.0,22.0,5.0,0.0001,0.75,
256.0,51.0,4.0,5.0,5e-05,0.75,
16.0,54.0,157.0,5.0,0.0001,0.75,
128.0,57.0,87.0,5.0,0.0001,0.75,
128.0,220.0,62.0,5.0,5e-05,0.75,
32.0,92.0,177.0,5.0,0.0001,0.75,
16.0,58.0,56.0,5.0,5e-05,0.75,
32.0,74.0,107.0,5.0,0.0001,0.75,
