1.280000000000000000e+02,7.000000000000000000e+00,1.000000000000000000e+00
6.400000000000000000e+01,1.200000000000000000e+01,1.000000000000000000e+00
3.200000000000000000e+01,5.200000000000000000e+01,1.000000000000000000e+00
2.560000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00
3.200000000000000000e+01,5.200000000000000000e+01,1.000000000000000000e+00
1.280000000000000000e+02,2.000000000000000000e+00,1.000000000000000000e+00
2.560000000000000000e+02,1.600000000000000000e+01,1.000000000000000000e+00
1.280000000000000000e+02,4.400000000000000000e+01,1.000000000000000000e+00
6.400000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00
2.560000000000000000e+02,4.000000000000000000e+00,1.000000000000000000e+00
1.600000000000000000e+01,5.600000000000000000e+02,1.000000000000000000e+00
6.400000000000000000e+01,7.500000000000000000e+01,1.000000000000000000e+00
3.200000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00
1.600000000000000000e+01,5.500000000000000000e+01,1.000000000000000000e+00
1.280000000000000000e+02,2.000000000000000000e+00,1.000000000000000000e+00
6.400000000000000000e+01,6.300000000000000000e+01,1.000000000000000000e+00
3.200000000000000000e+01,8.100000000000000000e+01,1.000000000000000000e+00
6.400000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00
1.280000000000000000e+02,9.000000000000000000e+00,1.000000000000000000e+00
3.200000000000000000e+01,1.250000000000000000e+02,1.000000000000000000e+00
3.200000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00
2.560000000000000000e+02,1.800000000000000000e+01,1.000000000000000000e+00
6.400000000000000000e+01,4.400000000000000000e+01,1.000000000000000000e+00
3.200000000000000000e+01,1.040000000000000000e+02,1.000000000000000000e+00
2.560000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00
2.560000000000000000e+02,1.410000000000000000e+02,1.000000000000000000e+00
6.400000000000000000e+01,1.717000000000000000e+03,1.000000000000000000e+00
6.400000000000000000e+01,1.330000000000000000e+02,1.000000000000000000e+00
1.600000000000000000e+01,7.910000000000000000e+02,1.000000000000000000e+00
6.400000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+00
1.600000000000000000e+01,2.030000000000000000e+02,1.000000000000000000e+00
2.560000000000000000e+02,5.000000000000000000e+00,1.000000000000000000e+00
3.200000000000000000e+01,3.800000000000000000e+01,1.000000000000000000e+00
2.560000000000000000e+02,1.900000000000000000e+01,1.000000000000000000e+00
1.280000000000000000e+02,1.700000000000000000e+01,1.000000000000000000e+00
6.400000000000000000e+01,6.800000000000000000e+01,1.000000000000000000e+00
3.200000000000000000e+01,7.900000000000000000e+02,1.000000000000000000e+00
2.560000000000000000e+02,1.040000000000000000e+02,1.000000000000000000e+00
6.400000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+00
6.400000000000000000e+01,1.443000000000000000e+03,1.000000000000000000e+00
2.560000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00
1.280000000000000000e+02,4.010000000000000000e+02,1.000000000000000000e+00
2.560000000000000000e+02,1.300000000000000000e+01,1.000000000000000000e+00
1.280000000000000000e+02,1.594000000000000000e+03,1.000000000000000000e+00
1.280000000000000000e+02,2.400000000000000000e+01,1.000000000000000000e+00
3.200000000000000000e+01,1.650000000000000000e+02,1.000000000000000000e+00
2.560000000000000000e+02,8.000000000000000000e+00,1.000000000000000000e+00
3.200000000000000000e+01,1.020000000000000000e+02,1.000000000000000000e+00
2.560000000000000000e+02,1.700000000000000000e+01,1.000000000000000000e+00
1.280000000000000000e+02,9.800000000000000000e+01,1.000000000000000000e+00
