1.280000000000000000e+02,6.435756000000000000e+06,1.000000000000000000e+00
1.280000000000000000e+02,1.440000000000000000e+04,8.840000000000000000e+02
3.200000000000000000e+01,4.579077000000000000e+06,5.000000000000000000e+00
1.600000000000000000e+01,1.726912000000000000e+06,6.300000000000000000e+01
1.600000000000000000e+01,3.008000000000000000e+05,1.610000000000000000e+02
1.280000000000000000e+02,4.903980000000000000e+05,9.000000000000000000e+00
2.560000000000000000e+02,1.863225000000000000e+06,1.000000000000000000e+00
1.280000000000000000e+02,8.280000000000000000e+03,3.030000000000000000e+02
6.400000000000000000e+01,2.585700000000000000e+06,3.000000000000000000e+00
6.400000000000000000e+01,1.906079843750000000e+05,6.400000000000000000e+01
1.280000000000000000e+02,3.240864000000000000e+06,2.000000000000000000e+00
3.200000000000000000e+01,8.976880000000000000e+05,5.900000000000000000e+01
3.200000000000000000e+01,1.477368000000000000e+06,2.000000000000000000e+00
2.560000000000000000e+02,1.881800156250000000e+05,2.200000000000000000e+01
3.200000000000000000e+01,1.460720000000000000e+05,1.000000000000000000e+00
2.560000000000000000e+02,2.469852000000000000e+06,1.000000000000000000e+00
1.600000000000000000e+01,4.791600000000000000e+04,1.063000000000000000e+03
1.280000000000000000e+02,1.541280000000000000e+05,4.900000000000000000e+01
2.560000000000000000e+02,2.277000000000000000e+03,3.662000000000000000e+03
1.280000000000000000e+02,2.117500195312500000e+04,5.200000000000000000e+02
2.560000000000000000e+02,1.654525000000000000e+06,4.000000000000000000e+00
2.560000000000000000e+02,3.630000000000000000e+05,2.200000000000000000e+01
3.200000000000000000e+01,4.265856000000000000e+06,7.000000000000000000e+00
3.200000000000000000e+01,2.497440000000000000e+05,1.280000000000000000e+02
1.600000000000000000e+01,3.995620000000000000e+05,7.400000000000000000e+01
1.600000000000000000e+01,2.653300000000000000e+04,3.820000000000000000e+03
3.200000000000000000e+01,1.062760000000000000e+06,2.000000000000000000e+00
6.400000000000000000e+01,1.028196000000000000e+06,2.300000000000000000e+01
1.280000000000000000e+02,3.951360000000000000e+05,8.000000000000000000e+00
1.600000000000000000e+01,3.650100000000000000e+04,1.723000000000000000e+03
1.600000000000000000e+01,6.901200000000000000e+04,1.103000000000000000e+03
2.560000000000000000e+02,3.931290000000000000e+05,2.000000000000000000e+01
3.200000000000000000e+01,6.674400000000000000e+04,4.700000000000000000e+02
1.280000000000000000e+02,1.470150000000000000e+06,1.000000000000000000e+00
1.280000000000000000e+02,4.214000390625000000e+04,2.390000000000000000e+02
6.400000000000000000e+01,1.600884000000000000e+06,1.800000000000000000e+01
6.400000000000000000e+01,3.352789000000000000e+06,1.000000000000000000e+00
6.400000000000000000e+01,2.433024000000000000e+06,3.000000000000000000e+00
1.600000000000000000e+01,2.415740000000000000e+05,4.140000000000000000e+02
2.560000000000000000e+02,8.207999375000000000e+05,9.000000000000000000e+00
3.200000000000000000e+01,3.175040000000000000e+05,7.800000000000000000e+01
6.400000000000000000e+01,3.316950000000000000e+06,1.000000000000000000e+00
1.280000000000000000e+02,1.514700000000000000e+04,8.100000000000000000e+01
3.200000000000000000e+01,1.648360000000000000e+05,9.200000000000000000e+01
1.600000000000000000e+01,1.642800000000000000e+04,2.132000000000000000e+03
1.280000000000000000e+02,4.166718000000000000e+06,2.000000000000000000e+00
2.560000000000000000e+02,3.072000195312500000e+04,8.400000000000000000e+01
1.280000000000000000e+02,4.723920000000000000e+05,3.000000000000000000e+01
3.200000000000000000e+01,4.275000000000000000e+03,1.289000000000000000e+03
1.600000000000000000e+01,1.830600000000000000e+04,1.190000000000000000e+02
1.600000000000000000e+01,3.568000000000000000e+03,1.500000000000000000e+01
2.560000000000000000e+02,1.512500000000000000e+05,3.800000000000000000e+01
6.400000000000000000e+01,1.765050000000000000e+05,1.750000000000000000e+02
2.560000000000000000e+02,1.863225000000000000e+06,1.000000000000000000e+00
2.560000000000000000e+02,6.400000000000000000e+01,2.763000000000000000e+03
