66.0,3.0,71.0,26.0,6.0,1.0,0.0,
21.0,3.0,443.0,77.0,11.0,1.0,0.0,
48.0,3.0,268.0,18.0,9.0,1.0,0.0,
99.0,3.0,232.0,22.0,5.0,1.0,0.0,
118.0,3.0,68.0,67.0,10.0,2.0,0.0,
117.0,3.0,233.0,70.0,2.0,1.0,0.0,
87.0,3.0,61.0,29.0,9.0,1.0,0.0,
44.0,3.0,52.0,78.0,9.0,2.0,1.0,
117.0,3.0,115.0,5.0,11.0,2.0,1.0,
110.0,3.0,219.0,31.0,9.0,1.0,0.0,
124.0,3.0,116.0,34.0,4.0,2.0,0.0,
91.0,3.0,29.0,93.0,11.0,1.0,0.0,
121.0,3.0,177.0,82.0,2.0,1.0,0.0,
15.0,3.0,534.0,39.0,2.0,2.0,0.0,
37.0,3.0,133.0,82.0,11.0,1.0,0.0,
109.0,3.0,222.0,68.0,6.0,2.0,0.0,
53.0,3.0,133.0,57.0,4.0,2.0,0.0,
80.0,3.0,153.0,73.0,4.0,1.0,0.0,
39.0,3.0,254.0,7.0,10.0,1.0,0.0,
71.0,3.0,215.0,23.0,7.0,1.0,0.0,
111.0,3.0,74.0,16.0,4.0,1.0,0.0,
77.0,3.0,93.0,56.0,11.0,1.0,0.0,
72.0,3.0,236.0,37.0,10.0,1.0,0.0,
23.0,3.0,86.0,93.0,1.0,2.0,0.0,
18.0,3.0,343.0,5.0,11.0,2.0,1.0,
105.0,3.0,152.0,63.0,7.0,2.0,0.0,
57.0,3.0,102.0,56.0,3.0,1.0,0.0,
84.0,3.0,42.0,67.0,9.0,1.0,0.0,
114.0,3.0,46.0,17.0,1.0,1.0,0.0,
64.0,3.0,255.0,31.0,1.0,1.0,0.0,
4.0,3.0,361.0,4.0,4.0,2.0,1.0,
56.0,3.0,282.0,37.0,6.0,2.0,1.0,
36.0,3.0,26.0,78.0,1.0,1.0,0.0,
24.0,3.0,182.0,29.0,8.0,1.0,0.0,
39.0,3.0,50.0,25.0,2.0,2.0,0.0,
34.0,3.0,273.0,39.0,11.0,1.0,0.0,
79.0,3.0,94.0,20.0,5.0,2.0,1.0,
71.0,3.0,76.0,85.0,10.0,2.0,1.0,
94.0,3.0,141.0,23.0,2.0,1.0,0.0,
82.0,3.0,215.0,45.0,1.0,1.0,0.0,
44.0,3.0,272.0,95.0,6.0,2.0,0.0,
82.0,3.0,276.0,72.0,9.0,2.0,1.0,
87.0,3.0,265.0,17.0,9.0,1.0,0.0,
63.0,3.0,37.0,14.0,10.0,1.0,0.0,
103.0,3.0,228.0,49.0,4.0,1.0,0.0,
80.0,3.0,284.0,75.0,7.0,1.0,0.0,
41.0,3.0,274.0,4.0,2.0,2.0,0.0,
120.0,3.0,166.0,32.0,7.0,1.0,0.0,
79.0,3.0,118.0,91.0,4.0,2.0,0.0,
18.0,3.0,367.0,76.0,9.0,1.0,0.0,
75.0,3.0,91.0,30.0,7.0,1.0,0.0,
102.0,3.0,208.0,86.0,7.0,2.0,0.0,
15.0,3.0,188.0,73.0,7.0,1.0,0.0,
104.0,3.0,227.0,13.0,4.0,2.0,0.0,
94.0,3.0,152.0,40.0,3.0,2.0,1.0,
125.0,3.0,70.0,6.0,7.0,2.0,0.0,
54.0,3.0,212.0,63.0,4.0,1.0,0.0,
27.0,3.0,437.0,40.0,1.0,1.0,0.0,
16.0,3.0,269.0,32.0,2.0,2.0,0.0,
108.0,3.0,230.0,65.0,1.0,1.0,0.0,
77.0,3.0,90.0,59.0,5.0,2.0,0.0,
57.0,3.0,126.0,72.0,5.0,2.0,0.0,
59.0,3.0,121.0,50.0,10.0,2.0,0.0,
82.0,3.0,70.0,29.0,2.0,2.0,0.0,
32.0,3.0,333.0,82.0,5.0,1.0,0.0,
110.0,3.0,143.0,11.0,6.0,2.0,0.0,
58.0,3.0,335.0,33.0,8.0,1.0,0.0,
127.0,3.0,215.0,67.0,11.0,1.0,0.0,
62.0,3.0,244.0,64.0,2.0,1.0,0.0,
64.0,3.0,266.0,33.0,9.0,2.0,1.0,
70.0,3.0,84.0,25.0,8.0,1.0,0.0,
43.0,3.0,226.0,98.0,7.0,2.0,0.0,
23.0,3.0,178.0,54.0,3.0,2.0,0.0,
29.0,3.0,289.0,6.0,10.0,2.0,0.0,
110.0,3.0,112.0,57.0,5.0,1.0,0.0,
80.0,3.0,180.0,27.0,8.0,1.0,0.0,
68.0,3.0,220.0,39.0,1.0,2.0,1.0,
127.0,3.0,54.0,92.0,2.0,2.0,1.0,
123.0,3.0,96.0,87.0,6.0,2.0,0.0,
26.0,3.0,176.0,93.0,3.0,1.0,0.0,
123.0,3.0,82.0,69.0,2.0,2.0,1.0,
