88,38088,3845,
51,16335,1248,
95,40368,3977,
96,76532,1328,
8,10752,3685,
28,64800,3212,
95,483936,2574,
23,763848,3599,
97,6348,2925,
51,11664,3971,
38,233289,2361,
77,423612,3057,
9,306030,2112,
60,15548,3374,
8,28611,2663,
4,12936,735,
92,2885648,2077,
97,511762,2222,
98,106496,2629,
73,1120212,1215,
83,56350,1075,
61,479610,3891,
68,163296,2207,
100,29700,248,
93,214272,2979,
101,688231,2202,
31,30276,358,
102,499059,3661,
75,212097,951,
127,2493176,1727,
98,652228,912,
3,348133,549,
32,8112,654,
117,53824,224,
23,660192,2412,
115,569184,3145,
96,61440,301,
109,1213488,844,
43,36163,806,
125,175446,850,
10,95052,44,
22,517748,2718,
74,323433,294,
87,40131,1944,
127,154880,708,
112,130075,1556,
4,425088,601,
77,1970709,3142,
111,291312,1215,
66,77616,1291,
48,30276,1881,
68,1256684,2737,
106,3136,446,
88,124852,3353,
123,1620,468,
46,47432,3932,
72,2937888,802,
60,9472,892,
50,625084,3781,
9,229736,1082,
9,2047032,1859,
32,8820,551,
29,47232,1467,
50,86697,885,
60,45325,2494,
16,355737,2200,
70,28512,3156,
36,57967,3304,
72,2857700,2755,
122,172980,1748,
65,77760,3227,
17,57600,3495,
16,1977738,2465,
85,7900,1886,
6,28224,2789,
127,137052,456,
21,1167408,2512,
120,122728,1582,
103,275848,2819,
57,1011500,1938,
104,285628,4079,
99,1971972,2706,
125,221728,1084,
75,211722,1333,
27,130975,2232,
110,549100,2988,
98,326932,2042,
51,2287017,28,
50,16928,1631,
21,409101,2693,
33,2225286,2273,
59,138384,1685,
120,19683,2918,
61,186208,1263,
12,568458,945,
63,121600,2574,
98,72828,27,
16,62208,1056,
5,1188100,3731,
73,314432,1767,
7,178695,18,
58,74088,3871,
95,6156,3233,
96,10164,1597,
37,5120,2948,
77,290950,3382,
41,147920,2885,
104,50625,2456,
30,19941,3077,
67,48749,1332,
19,258750,775,
39,33635,3164,
113,2673,571,
73,28594,3200,
79,520200,2586,
117,306128,3428,
17,475300,2912,
46,1557376,1423,
3,30800,385,
17,63544,1789,
19,141750,1715,
99,34300,3682,
26,42300,213,
13,170368,85,
53,50112,2360,
118,3750,2976,
75,76800,457,
48,147200,2538,
37,11088,3213,
7,4704,2680,
95,954810,3701,
72,29524,1641,
79,1662039,1093,
54,309304,3194,
67,19360,216,
43,79007,1994,
117,86016,401,
114,562277,1719,
54,13454,927,
55,24057,1828,
70,592895,1198,
54,29744,538,
77,65072,537,
47,78336,1893,
97,72324,3923,
79,6156,1989,
48,14336,439,
94,95779,2106,
118,20000,499,
101,604713,2617,
18,150528,2991,
45,444411,1368,
113,20250,3946,
118,37004,1658,
35,156282,1010,
112,118496,3582,
108,160000,467,
19,139392,3515,
3,152500,2668,
93,101907,3987,
94,10800,691,
32,194688,3976,
102,27900,3105,
68,137052,3404,
8,297825,2313,
17,28125,3541,
119,26460,1906,
67,135000,2677,
3,37479,339,
122,55815,454,
64,823284,3672,
58,434969,3128,
77,47151,662,
119,122740,1172,
114,853936,1661,
30,20577,1739,
60,1912779,1975,
104,4800,916,
105,2178,3619,
45,22275,3049,
102,2240,2274,
101,173806,3806,
17,32193,3415,
75,19456,1822,
63,60912,562,
56,129076,4005,
49,106722,1666,
94,309123,418,
114,73997,661,
53,1021766,247,
107,16967,623,
119,540800,1082,
29,147928,196,
102,45000,415,
21,106641,4037,
57,728064,627,
102,506493,2959,
2,224181,3096,
114,51894,768,
21,234423,801,
55,1958264,512,
98,48672,1185,
119,178752,2055,
112,68450,153,
8,137540,472,
5,5850,154,
59,24057,1015,
37,259584,1511,
88,1083,1867,
81,6125,3545,
119,20102,2875,
39,3388,889,
81,2601,3134,
23,424360,228,
47,54720,1810,
15,65892,3109,
107,14553,1029,
69,19350,2072,
14,68231,2011,
98,5776,223,
20,302760,3039,
49,80937,1047,
67,46464,1498,
9,420000,1127,
43,280000,1141,
89,1597779,3438,
12,33135,3401,
