5.92294,0.584339
6.33144,0.795348
6.03991,0.842645
6.14889,0.642864
6.69679,0.427668
6.00748,0.628237
6.34955,0.918605
6.80961,0.911645
6.74476,0.675674
5.92189,0.434222
6.84504,0.779154
6.858,0.947605
6.28133,0.177096
5.86584,0.451095
6.65718,0.570229
6.80541,0.835118
5.91288,0.419498
6.43202,0.787282
6.67369,0.454339
6.05204,0.827759
6.2054,0.546925
6.07868,0.521073
6.25532,0.867621
6.12104,0.30972
6.44949,0.294656
6.46188,0.903956
5.92176,0.945958
6.83879,0.934166
6.13476,0.409835
6.7624,0.876176
6.09715,0.959898
6.06252,0.954919
6.67796,0.555929
5.89667,0.468629
6.78442,0.800735
6.79738,0.810432
6.91688,0.910928
6.16825,0.86114
6.07701,0.497692
6.00486,0.439138
6.82877,0.79479
6.30413,0.222012
6.87108,0.786094
6.6084,0.470404
6.43052,0.646995
6.04311,0.949145
6.40656,0.947136
6.85905,0.875956
6.72263,0.913186
6.59515,0.349768
6.35758,0.94361
4.38824,0.976885
5.8793,0.927791
5.9485,0.930336
6.72286,0.384268
4.14728,1.04646
5.9358,0.891044
6.37079,0.998525
6.15551,0.586117
6.26517,1.00766
5.99107,0.400866
6.02812,0.397207
6.65768,0.3495
6.43066,0.590051
6.73564,0.944221
6.0676,0.461262
5.9961,0.417486
5.87983,0.862464
4.65538,1.02285
6.06797,0.956926
6.86319,0.88963
5.94136,0.40131
6.08363,0.407704
5.97049,0.338276
6.04066,0.432907
6.10453,0.75961
5.91519,0.425563
6.66482,0.560717
5.82961,0.791804
5.98372,0.417075
6.68895,0.328746
6.39227,0.957523
6.66641,0.48141
6.31834,0.135798
6.54001,0.239992
6.9302,0.698956
6.81769,0.847805
5.60951,0.870065
6.08026,0.959483
6.60799,0.851708
5.88188,0.439431
5.98714,0.949594
6.39646,0.945331
6.48523,0.950887
5.87716,0.484611
6.65441,0.403563
6.46286,0.372133
6.81819,0.931026
6.78724,0.875489
6.85906,0.823156
6.69331,0.357715
6.87492,0.753309
6.16728,0.548796
6.50392,0.250209
6.62695,0.666763
6.93772,0.662037
6.80586,0.471328
6.67623,0.500778
6.61674,0.787203
6.60469,0.838483
5.8518,0.409367
6.06537,0.955267
6.0455,0.399873
6.52895,0.912843
6.77271,0.871801
6.74516,0.458148
6.74057,0.270672
6.5218,0.782933
5.8974,0.819744
6.87275,0.932112
6.54491,0.249385
6.49632,0.938382
6.38212,0.944315
6.67657,0.375511
6.78104,0.739467
6.5897,0.56739
6.53291,0.936083
6.76816,0.935373
5.90719,0.856126
5.9557,0.554397
5.79411,0.975993
6.73889,0.345439
6.35281,0.946054
6.69153,0.504804
5.93673,0.419163
6.14286,0.910868
6.49007,0.27647
6.55165,0.449096
6.89512,0.769078
6.67159,0.890302
6.73877,0.453778
6.06777,0.831577
6.85463,0.917224
6.60562,0.539257
6.7024,0.541362
6.69182,0.603229
6.81728,0.750232
5.15421,0.996304
6.81677,0.93036
6.79702,0.684617
6.08058,0.4103
6.73159,0.92527
6.14238,0.146617
6.54472,0.947856
6.07253,0.589014
6.85227,0.456588
6.55895,0.920207
6.9256,0.844677
6.81058,0.529324
6.09607,0.423104
6.61867,0.928032
6.75639,0.829171
6.61709,0.325993
6.05527,0.40132
6.61972,0.574026
6.14235,0.953325
6.75272,0.54304
5.01071,0.985766
6.61739,0.346246
5.04241,0.996639
5.856,0.42691
5.98433,0.510653
6.82322,0.88251
5.95828,0.576366
6.12024,0.163347
6.2742,0.821722
6.6642,0.95353
6.48166,0.323902
6.78603,0.730044
6.09186,0.732133
6.38412,0.948725
6.02764,0.419267
5.02151,0.99069
6.38,0.936823
6.46624,0.926948
6.00559,0.565054
6.60446,0.932044
5.8918,0.411272
6.03696,0.835274
6.67199,0.560859
6.66006,0.944935
6.57873,0.571386
6.5428,0.772838
6.91453,0.877591
6.75217,0.741791
6.11814,0.882564
5.88196,0.427617
6.39722,0.988523
6.20815,0.924463
6.79097,0.659734
6.17287,0.963415
5.99694,0.464562
6.11399,0.859781
6.51409,0.410749
6.3628,0.228162
6.13666,0.491054
6.81629,0.938092
6.44963,0.685358
5.96669,0.819636
6.07956,0.933122
5.9991,0.954671
6.84534,0.694208
6.2469,0.199168
6.17442,0.720247
5.48591,0.976064
6.83658,0.659114
6.84913,0.479826
6.65476,0.620881
6.7012,0.438127
6.77848,0.933517
6.56292,0.450113
4.78057,1.00798
6.06707,0.838502
6.07225,0.530987
6.6186,0.458235
6.05969,0.338867
6.00197,0.46148
6.80103,0.323383
6.60506,0.341115
5.90446,0.873835
