3.800000000000000000e+01,7.860800000000000000e+04,2.485000000000000000e+03
7.700000000000000000e+01,2.163200000000000000e+05,1.300000000000000000e+02
1.460000000000000000e+02,1.204720000000000000e+05,4.240000000000000000e+02
8.900000000000000000e+01,1.280697000000000000e+06,1.750000000000000000e+02
1.590000000000000000e+02,2.332270000000000000e+05,1.519000000000000000e+03
2.550000000000000000e+02,2.178000000000000000e+04,2.333000000000000000e+03
4.400000000000000000e+01,5.103000390625000000e+04,1.547000000000000000e+03
1.020000000000000000e+02,4.165000000000000000e+04,3.419000000000000000e+03
7.500000000000000000e+01,7.938000000000000000e+04,2.773000000000000000e+03
1.300000000000000000e+02,4.089600000000000000e+04,9.430000000000000000e+02
1.280000000000000000e+02,2.418700000000000000e+04,7.200000000000000000e+01
2.560000000000000000e+02,7.580900000000000000e+04,3.085000000000000000e+03
4.100000000000000000e+01,4.464900000000000000e+04,3.737000000000000000e+03
3.400000000000000000e+01,3.090820000000000000e+05,1.642000000000000000e+03
2.220000000000000000e+02,6.011199609375000000e+04,3.294000000000000000e+03
2.280000000000000000e+02,9.800000000000000000e+03,2.110000000000000000e+03
2.010000000000000000e+02,3.174000000000000000e+04,3.453000000000000000e+03
7.800000000000000000e+01,8.554399218750000000e+04,1.559000000000000000e+03
7.200000000000000000e+01,4.459000000000000000e+03,3.818000000000000000e+03
1.320000000000000000e+02,9.610160000000000000e+05,6.220000000000000000e+02
1.150000000000000000e+02,1.884420000000000000e+05,7.670000000000000000e+02
1.380000000000000000e+02,5.292000000000000000e+03,8.680000000000000000e+02
3.600000000000000000e+01,1.267500000000000000e+04,3.206000000000000000e+03
3.800000000000000000e+01,1.541280000000000000e+05,3.280000000000000000e+02
6.200000000000000000e+01,6.023600000000000000e+04,1.376000000000000000e+03
2.900000000000000000e+01,1.079910000000000000e+05,3.943000000000000000e+03
1.400000000000000000e+01,6.643900000000000000e+04,2.914000000000000000e+03
2.000000000000000000e+01,9.460800781250000000e+04,2.813000000000000000e+03
5.100000000000000000e+01,1.110900000000000000e+04,1.197000000000000000e+03
1.310000000000000000e+02,2.500000000000000000e+03,2.680000000000000000e+02
2.020000000000000000e+02,3.757000000000000000e+03,2.807000000000000000e+03
7.800000000000000000e+01,1.097440000000000000e+05,2.694000000000000000e+03
1.030000000000000000e+02,6.750000000000000000e+02,1.970000000000000000e+03
8.000000000000000000e+01,4.179100390625000000e+04,2.480000000000000000e+02
1.880000000000000000e+02,6.156000000000000000e+03,2.962000000000000000e+03
2.900000000000000000e+01,1.079910000000000000e+05,3.943000000000000000e+03
1.110000000000000000e+02,3.888000000000000000e+03,3.125000000000000000e+03
2.530000000000000000e+02,6.720000000000000000e+04,3.271000000000000000e+03
1.300000000000000000e+02,9.413600000000000000e+04,1.181000000000000000e+03
2.200000000000000000e+02,2.556000000000000000e+03,1.246000000000000000e+03
8.800000000000000000e+01,2.500000000000000000e+04,2.750000000000000000e+02
1.430000000000000000e+02,9.610000000000000000e+03,8.560000000000000000e+02
1.030000000000000000e+02,3.240000000000000000e+03,3.725000000000000000e+03
1.230000000000000000e+02,1.234800097656250000e+04,1.267000000000000000e+03
1.330000000000000000e+02,7.614000000000000000e+03,3.970000000000000000e+02
2.600000000000000000e+01,1.078000000000000000e+05,3.030000000000000000e+02
6.200000000000000000e+01,7.532390625000000000e+05,6.700000000000000000e+01
1.890000000000000000e+02,7.344000000000000000e+03,4.460000000000000000e+02
1.170000000000000000e+02,2.989000000000000000e+03,3.938000000000000000e+03
3.000000000000000000e+00,1.735120000000000000e+05,2.829000000000000000e+03
7.600000000000000000e+01,2.995200000000000000e+04,1.806000000000000000e+03
1.180000000000000000e+02,1.272530000000000000e+05,6.860000000000000000e+02
2.400000000000000000e+02,4.600000000000000000e+03,9.500000000000000000e+02
2.550000000000000000e+02,6.120000000000000000e+04,1.228000000000000000e+03
1.610000000000000000e+02,7.717500000000000000e+04,1.523000000000000000e+03
8.300000000000000000e+01,3.750000000000000000e+05,1.336000000000000000e+03
3.300000000000000000e+01,5.015520312500000000e+05,4.940000000000000000e+02
5.100000000000000000e+01,6.847900000000000000e+04,2.551000000000000000e+03
2.000000000000000000e+01,1.261500000000000000e+04,2.256000000000000000e+03
2.210000000000000000e+02,1.357360000000000000e+05,7.400000000000000000e+02
7.700000000000000000e+01,1.584660000000000000e+05,4.002000000000000000e+03
1.550000000000000000e+02,5.000000000000000000e+03,3.520000000000000000e+02
6.500000000000000000e+01,3.279900000000000000e+04,9.110000000000000000e+02
1.060000000000000000e+02,4.624000000000000000e+04,3.236000000000000000e+03
