4,0.621311,1,1.108818,0,
7,0.973811,1,4.080632,0,
7,0.935364,1,0.809882,0,
8,0.959063,1,4.087508,0,
8,0.959063,1,4.087508,0,
8,0.879931,1,0.800677,0,
7,0.887771,1,0.623023,0,
8,0.905318,1,0.515442,0,
8,0.905318,1,0.515442,0,
8,0.945727,1,0.574312,0,
8,0.950067,1,4.042561,0,
7,0.841168,1,1.797308,0,
8,0.973681,1,4.108968,0,
8,0.973681,1,4.108968,0,
8,0.966108,1,3.678247,0,
8,0.966108,1,3.678247,0,
7,0.842514,1,0.541792,0,
8,0.880594,1,0.670526,0,
8,0.880594,1,0.670526,0,
8,0.907805,1,2.562163,0,
8,0.870086,1,0.866165,0,
7,0.851955,1,0.715773,0,
8,0.946844,1,0.691826,0,
8,0.913033,1,3.697739,0,
8,0.913033,1,3.697739,0,
8,0.903916,1,0.556957,0,
8,0.928592,1,1.818696,0,
8,0.959664,1,0.912853,0,
8,0.889166,1,0.703352,0,
8,0.905734,1,3.45503,0,
8,0.905734,1,3.45503,0,
8,0.905734,1,3.45503,0,
8,0.937761,1,4.000871,0,
8,0.937083,1,4.064198,0,
8,0.937083,1,4.064198,0,
8,0.963934,1,1.117273,0,
8,0.976866,1,1.019793,0,
8,0.976866,1,0.821853,0,
7,0.893307,1,0.727526,0,
7,0.893307,1,0.727526,0,
8,0.802712,1,0.976712,0,
8,0.882047,1,0.841034,0,
8,0.947881,1,0.632799,0,
8,0.955234,1,0.549077,0,
8,0.944659,1,0.571102,0,
8,0.933189,1,0.73884,0,
8,0.8839,1,2.74357,0,
8,0.928596,1,0.515491,0,
8,0.928596,1,0.515491,0,
8,0.928596,1,0.515491,0,
8,0.963226,1,2.60329,0,
8,0.963226,1,2.598955,0,
8,0.963226,1,2.598955,0,
8,0.922136,1,1.316606,0,
8,0.95284,1,2.041966,0,
8,0.88411,1,0.612445,0,
8,0.88411,1,0.612445,0,
8,0.910801,1,0.785801,0,
8,0.910801,1,0.785801,0,
8,0.964779,1,4.209558,0,
8,0.941503,1,0.511036,0,
8,0.947035,1,0.547169,0,
8,0.893963,1,4.055718,0,
8,0.922751,1,1.632287,0,
8,0.941338,1,0.580083,0,
8,0.933589,1,0.526788,0,
8,0.926482,1,4.059766,0,
8,0.926482,1,4.059766,0,
8,0.917786,1,3.955365,0,
8,0.889829,1,0.875393,0,
8,0.850587,1,1.091445,0,
8,0.949352,1,3.289069,0,
8,0.949352,1,3.289069,0,
8,0.949352,1,3.289069,0,
8,0.949352,1,3.289069,0,
8,0.835215,1,0.634317,0,
8,0.959285,1,2.800885,0,
8,0.905347,1,0.670916,0,
8,0.980098,1,4.183995,0,
1,0.11905,1,0.272302,0,
8,0.957569,1,0.471369,0,
8,0.978404,1,1.816687,0,
7,0.935532,1,2.056082,0,
8,0.924703,1,0.67682,0,
8,0.824887,1,4.060979,0,
8,0.943963,1,1.031868,0,
8,0.924381,1,0.623868,0,
8,0.904504,1,1.282899,0,
8,0.960212,1,3.386225,0,
8,0.917476,1,3.97612,0,
8,0.917476,1,3.97612,0,
8,0.915665,1,0.544115,0,
8,0.940949,1,4.107382,0,
8,0.895647,1,0.864342,0,
8,0.895647,1,0.864342,0,
8,0.895647,1,0.864342,0,
8,0.895647,1,0.864342,0,
8,0.839452,1,1.140618,0,
8,0.96036,1,0.5882,0,
8,0.951866,1,0.983043,0,
8,0.889834,1,0.678873,0,
8,0.959101,1,3.418729,0,
7,0.896415,1,0.548601,0,
8,0.933537,1,3.98279,0,
8,0.864589,1,3.222506,0,
8,0.908056,1,0.585867,0,
8,0.952551,1,0.475177,0,
5,0.734051,1,3.096265,0,
8,0.938695,1,0.734748,0,
7,0.869031,1,0.969555,0,
7,0.869031,1,0.969555,0,
7,0.869031,1,0.969555,0,
8,0.876531,1,0.745445,0,
8,0.89297,1,3.159719,0,
5,0.732496,1,0.959757,0,
5,0.732496,1,0.959757,0,
8,0.92039,1,0.60063,0,
8,0.942874,1,0.716378,0,
8,0.917512,1,4.098576,0,
8,0.917512,1,4.098576,0,
8,0.975904,1,3.895951,0,
8,0.936733,1,4.058722,0,
8,0.936733,1,4.058722,0,
8,0.936733,1,4.058722,0,
8,0.929171,1,0.793462,0,
8,0.929171,1,0.793462,0,
8,0.963187,1,1.015157,0,
8,0.963187,1,0.472546,0,
8,0.963187,1,0.472546,0,
8,0.939022,1,3.362285,0,
8,0.946429,1,0.55316,0,
8,0.93951,1,0.702911,0,
8,0.925862,1,2.929436,0,
8,0.913344,1,1.572009,0,
8,0.909769,1,4.067265,0,
7,0.822258,1,1.5807,0,
7,0.822258,1,1.5807,0,
7,0.822258,1,1.5807,0,
7,0.822258,1,1.5807,0,
8,0.920869,1,1.664801,0,
8,0.920869,1,1.664801,0,
8,0.971497,1,3.895326,0,
8,0.971497,1,3.895326,0,
8,0.985866,1,2.786596,0,
8,0.951147,1,0.547039,0,
