11.0,21.0,125.0,125.0,
19.0,46.0,121.0,121.0,
46.0,33.0,85.0,85.0,
19.0,47.0,84.0,84.0,
23.0,10.0,36.0,36.0,
17.0,23.0,140.0,140.0,
47.0,33.0,81.0,81.0,
45.0,22.0,183.0,183.0,
17.0,30.0,128.0,128.0,
28.0,43.0,167.0,167.0,
34.0,19.0,84.0,84.0,
28.0,20.0,129.0,129.0,
10.0,16.0,16.0,16.0,
31.0,40.0,117.0,117.0,
39.0,44.0,152.0,152.0,
18.0,11.0,165.0,165.0,
17.0,22.0,20.0,20.0,
29.0,11.0,186.0,186.0,
21.0,48.0,157.0,157.0,
47.0,10.0,126.0,126.0,
17.0,42.0,177.0,177.0,
40.0,47.0,159.0,159.0,
35.0,24.0,81.0,81.0,
28.0,39.0,157.0,157.0,
42.0,12.0,172.0,172.0,
45.0,24.0,85.0,85.0,
22.0,41.0,70.0,70.0,
19.0,37.0,142.0,142.0,
16.0,30.0,52.0,52.0,
40.0,26.0,38.0,38.0,
37.0,26.0,130.0,130.0,
35.0,20.0,33.0,33.0,
48.0,23.0,114.0,114.0,
26.0,21.0,56.0,56.0,
10.0,11.0,108.0,108.0,
23.0,41.0,40.0,40.0,
34.0,14.0,52.0,52.0,
15.0,21.0,147.0,147.0,
26.0,12.0,174.0,174.0,
43.0,27.0,14.0,14.0,
38.0,41.0,54.0,54.0,
28.0,21.0,100.0,100.0,
29.0,30.0,147.0,147.0,
22.0,32.0,180.0,180.0,
18.0,21.0,87.0,87.0,
37.0,39.0,84.0,84.0,
11.0,39.0,69.0,69.0,
46.0,39.0,83.0,83.0,
22.0,22.0,122.0,122.0,
32.0,28.0,168.0,168.0,
23.0,25.0,179.0,179.0,
41.0,24.0,72.0,72.0,
11.0,35.0,98.0,98.0,
28.0,32.0,20.0,20.0,
37.0,14.0,72.0,72.0,
48.0,37.0,104.0,104.0,
39.0,26.0,178.0,178.0,
18.0,28.0,88.0,88.0,
12.0,49.0,145.0,145.0,
42.0,27.0,113.0,113.0,
23.0,17.0,74.0,74.0,
47.0,15.0,183.0,183.0,
46.0,21.0,15.0,15.0,
37.0,26.0,107.0,107.0,
47.0,42.0,122.0,122.0,
28.0,20.0,151.0,151.0,
27.0,38.0,138.0,138.0,
30.0,24.0,168.0,168.0,
24.0,44.0,57.0,57.0,
39.0,14.0,48.0,48.0,
28.0,14.0,199.0,199.0,
45.0,17.0,49.0,49.0,
39.0,39.0,199.0,199.0,
27.0,49.0,113.0,113.0,
27.0,49.0,16.0,16.0,
49.0,47.0,105.0,105.0,
38.0,24.0,164.0,164.0,
37.0,30.0,164.0,164.0,
10.0,40.0,13.0,13.0,
16.0,48.0,25.0,25.0,
39.0,35.0,133.0,133.0,
49.0,40.0,87.0,87.0,
31.0,22.0,22.0,22.0,
39.0,18.0,128.0,128.0,
49.0,18.0,58.0,58.0,
20.0,33.0,152.0,152.0,
21.0,36.0,176.0,176.0,
45.0,46.0,99.0,99.0,
47.0,44.0,136.0,136.0,
12.0,42.0,90.0,90.0,
33.0,23.0,129.0,129.0,
11.0,23.0,147.0,147.0,
47.0,37.0,84.0,84.0,
36.0,36.0,166.0,166.0,
22.0,39.0,67.0,67.0,
19.0,19.0,50.0,50.0,
18.0,24.0,91.0,91.0,
14.0,20.0,115.0,115.0,
33.0,23.0,95.0,95.0,
24.0,46.0,62.0,62.0,
13.0,26.0,87.0,87.0,
27.0,48.0,111.0,111.0,
16.0,11.0,126.0,126.0,
13.0,14.0,103.0,103.0,
16.0,38.0,97.0,97.0,
15.0,47.0,107.0,107.0,
12.0,39.0,69.0,69.0,
11.0,35.0,192.0,192.0,
36.0,27.0,165.0,165.0,
42.0,12.0,11.0,11.0,
42.0,48.0,141.0,141.0,
35.0,10.0,138.0,138.0,
38.0,21.0,173.0,173.0,
26.0,20.0,53.0,53.0,
11.0,33.0,42.0,42.0,
48.0,22.0,28.0,28.0,
46.0,37.0,153.0,153.0,
17.0,14.0,142.0,142.0,
43.0,35.0,103.0,103.0,
27.0,15.0,71.0,71.0,
31.0,15.0,54.0,54.0,
36.0,20.0,76.0,76.0,
30.0,26.0,176.0,176.0,
41.0,36.0,78.0,78.0,
36.0,34.0,120.0,120.0,
24.0,17.0,101.0,101.0,
37.0,32.0,84.0,84.0,
18.0,35.0,84.0,84.0,
31.0,34.0,84.0,84.0,
39.0,33.0,51.0,51.0,
33.0,43.0,52.0,52.0,
45.0,36.0,37.0,37.0,
24.0,24.0,37.0,37.0,
19.0,19.0,19.0,19.0,
20.0,17.0,84.0,84.0,
16.0,13.0,50.0,50.0,
17.0,43.0,30.0,30.0,
11.0,15.0,149.0,149.0,
29.0,47.0,53.0,53.0,
19.0,24.0,157.0,157.0,
30.0,43.0,69.0,69.0,
30.0,44.0,89.0,89.0,
42.0,26.0,151.0,151.0,
47.0,12.0,79.0,79.0,
26.0,24.0,34.0,34.0,
27.0,14.0,119.0,119.0,
40.0,11.0,125.0,125.0,
12.0,10.0,196.0,196.0,
39.0,49.0,165.0,165.0,
42.0,34.0,54.0,54.0,
43.0,34.0,91.0,91.0,
32.0,11.0,160.0,160.0,
33.0,20.0,173.0,173.0,
33.0,24.0,153.0,153.0,
32.0,24.0,102.0,102.0,
30.0,12.0,158.0,158.0,
21.0,25.0,104.0,104.0,
15.0,19.0,103.0,103.0,
34.0,30.0,117.0,117.0,
49.0,43.0,172.0,172.0,
20.0,40.0,189.0,189.0,
47.0,23.0,151.0,151.0,
44.0,31.0,163.0,163.0,
46.0,29.0,27.0,27.0,
28.0,43.0,187.0,187.0,
22.0,49.0,26.0,26.0,
28.0,19.0,190.0,190.0,
