12.0,39.0,177.0,177.0,
21.0,38.0,156.0,156.0,
35.0,39.0,112.0,112.0,
15.0,24.0,77.0,77.0,
27.0,23.0,97.0,97.0,
20.0,26.0,172.0,172.0,
23.0,24.0,122.0,122.0,
46.0,46.0,195.0,195.0,
35.0,15.0,83.0,83.0,
24.0,34.0,126.0,126.0,
16.0,47.0,132.0,132.0,
26.0,36.0,99.0,99.0,
43.0,10.0,40.0,40.0,
20.0,10.0,52.0,52.0,
40.0,36.0,109.0,109.0,
43.0,13.0,161.0,161.0,
30.0,11.0,44.0,44.0,
45.0,35.0,70.0,70.0,
15.0,18.0,153.0,153.0,
11.0,17.0,118.0,118.0,
38.0,35.0,120.0,120.0,
10.0,21.0,24.0,24.0,
22.0,40.0,66.0,66.0,
18.0,37.0,49.0,49.0,
30.0,37.0,16.0,16.0,
16.0,19.0,10.0,10.0,
16.0,32.0,11.0,11.0,
16.0,36.0,78.0,78.0,
45.0,16.0,170.0,170.0,
29.0,46.0,138.0,138.0,
40.0,34.0,32.0,32.0,
33.0,24.0,25.0,25.0,
29.0,32.0,88.0,88.0,
33.0,20.0,31.0,31.0,
22.0,43.0,86.0,86.0,
19.0,40.0,14.0,14.0,
27.0,22.0,60.0,60.0,
27.0,39.0,118.0,118.0,
30.0,31.0,68.0,68.0,
46.0,16.0,9.0,9.0,
16.0,44.0,116.0,116.0,
46.0,20.0,181.0,181.0,
46.0,39.0,74.0,74.0,
11.0,20.0,94.0,94.0,
25.0,31.0,167.0,167.0,
36.0,27.0,91.0,91.0,
29.0,41.0,134.0,134.0,
47.0,22.0,158.0,158.0,
38.0,12.0,66.0,66.0,
47.0,44.0,97.0,97.0,
35.0,45.0,107.0,107.0,
35.0,11.0,53.0,53.0,
13.0,28.0,51.0,51.0,
37.0,43.0,59.0,59.0,
44.0,28.0,52.0,52.0,
21.0,44.0,78.0,78.0,
34.0,35.0,71.0,71.0,
17.0,27.0,179.0,179.0,
23.0,33.0,93.0,93.0,
23.0,24.0,15.0,15.0,
31.0,41.0,189.0,189.0,
18.0,49.0,78.0,78.0,
34.0,20.0,183.0,183.0,
23.0,19.0,125.0,125.0,
12.0,11.0,27.0,27.0,
48.0,36.0,47.0,47.0,
35.0,21.0,108.0,108.0,
40.0,18.0,112.0,112.0,
28.0,15.0,102.0,102.0,
48.0,26.0,165.0,165.0,
21.0,15.0,114.0,114.0,
11.0,27.0,78.0,78.0,
10.0,19.0,157.0,157.0,
47.0,28.0,16.0,16.0,
32.0,35.0,87.0,87.0,
30.0,11.0,120.0,120.0,
36.0,39.0,136.0,136.0,
12.0,28.0,33.0,33.0,
38.0,44.0,70.0,70.0,
26.0,37.0,67.0,67.0,
30.0,20.0,111.0,111.0,
25.0,24.0,79.0,79.0,
16.0,17.0,131.0,131.0,
29.0,24.0,97.0,97.0,
41.0,36.0,70.0,70.0,
28.0,20.0,143.0,143.0,
22.0,15.0,51.0,51.0,
25.0,39.0,26.0,26.0,
48.0,16.0,135.0,135.0,
23.0,16.0,52.0,52.0,
49.0,14.0,9.0,9.0,
39.0,26.0,75.0,75.0,
13.0,31.0,40.0,40.0,
48.0,13.0,79.0,79.0,
44.0,40.0,197.0,197.0,
42.0,47.0,104.0,104.0,
35.0,11.0,187.0,187.0,
11.0,19.0,157.0,157.0,
43.0,45.0,108.0,108.0,
33.0,35.0,31.0,31.0,
21.0,30.0,13.0,13.0,
36.0,40.0,84.0,84.0,
40.0,26.0,22.0,22.0,
23.0,41.0,199.0,199.0,
44.0,20.0,128.0,128.0,
28.0,13.0,30.0,30.0,
15.0,48.0,110.0,110.0,
13.0,46.0,171.0,171.0,
36.0,35.0,144.0,144.0,
38.0,10.0,26.0,26.0,
21.0,16.0,119.0,119.0,
19.0,40.0,106.0,106.0,
40.0,25.0,132.0,132.0,
11.0,32.0,177.0,177.0,
21.0,17.0,125.0,125.0,
17.0,48.0,66.0,66.0,
19.0,47.0,159.0,159.0,
14.0,16.0,46.0,46.0,
20.0,45.0,96.0,96.0,
43.0,44.0,68.0,68.0,
13.0,47.0,48.0,48.0,
29.0,38.0,26.0,26.0,
13.0,21.0,141.0,141.0,
18.0,43.0,82.0,82.0,
29.0,26.0,137.0,137.0,
30.0,26.0,137.0,137.0,
35.0,28.0,155.0,155.0,
31.0,24.0,132.0,132.0,
44.0,20.0,14.0,14.0,
38.0,44.0,24.0,24.0,
46.0,35.0,35.0,35.0,
42.0,37.0,14.0,14.0,
21.0,30.0,114.0,114.0,
33.0,41.0,113.0,113.0,
14.0,11.0,19.0,19.0,
17.0,12.0,165.0,165.0,
33.0,25.0,9.0,9.0,
19.0,10.0,13.0,13.0,
26.0,44.0,114.0,114.0,
28.0,42.0,148.0,148.0,
39.0,38.0,156.0,156.0,
35.0,35.0,199.0,199.0,
46.0,21.0,179.0,179.0,
38.0,39.0,28.0,28.0,
40.0,29.0,75.0,75.0,
43.0,29.0,194.0,194.0,
45.0,31.0,160.0,160.0,
38.0,11.0,81.0,81.0,
14.0,45.0,179.0,179.0,
11.0,24.0,86.0,86.0,
21.0,39.0,93.0,93.0,
43.0,32.0,58.0,58.0,
19.0,45.0,93.0,93.0,
11.0,27.0,152.0,152.0,
44.0,29.0,124.0,124.0,
17.0,14.0,133.0,133.0,
17.0,11.0,163.0,163.0,
16.0,24.0,179.0,179.0,
31.0,39.0,20.0,20.0,
17.0,19.0,190.0,190.0,
14.0,13.0,63.0,63.0,
41.0,47.0,142.0,142.0,
13.0,19.0,119.0,119.0,
44.0,49.0,63.0,63.0,
32.0,20.0,30.0,30.0,
34.0,18.0,29.0,29.0,
18.0,47.0,115.0,115.0,
26.0,49.0,31.0,31.0,
29.0,28.0,114.0,114.0,
41.0,29.0,87.0,87.0,
17.0,15.0,33.0,33.0,
27.0,42.0,38.0,38.0,
32.0,47.0,87.0,87.0,
41.0,25.0,124.0,124.0,
40.0,36.0,98.0,98.0,
47.0,47.0,25.0,25.0,
18.0,23.0,142.0,142.0,
17.0,49.0,164.0,164.0,
19.0,16.0,128.0,128.0,
41.0,22.0,54.0,54.0,
40.0,34.0,60.0,60.0,
26.0,10.0,161.0,161.0,
11.0,21.0,96.0,96.0,
28.0,25.0,90.0,90.0,
17.0,24.0,178.0,178.0,
47.0,27.0,132.0,132.0,
26.0,32.0,108.0,108.0,
40.0,48.0,69.0,69.0,
39.0,18.0,66.0,66.0,
49.0,15.0,66.0,66.0,
