1.600000000000000000e+01,5.299999618530273438e+01,1.200000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
2.560000000000000000e+02,5.299999618530273438e+01,5.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
3.200000000000000000e+01,7.000000000000000000e+01,5.200000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
6.400000000000000000e+01,3.600000000000000000e+01,1.800000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00
1.280000000000000000e+02,5.799999618530273438e+01,7.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
1.280000000000000000e+02,5.100000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
2.560000000000000000e+02,8.500000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
6.400000000000000000e+01,6.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
1.600000000000000000e+01,9.000000000000000000e+00,2.400000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
3.200000000000000000e+01,5.599999618530273438e+01,4.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
3.200000000000000000e+01,6.600000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
2.560000000000000000e+02,6.700000000000000000e+01,2.900000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
6.400000000000000000e+01,8.000000000000000000e+00,4.700000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00
1.600000000000000000e+01,9.500000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00
1.280000000000000000e+02,9.800000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00
2.560000000000000000e+02,9.200000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
1.280000000000000000e+02,7.700000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
3.200000000000000000e+01,8.900000000000000000e+01,3.300000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
3.200000000000000000e+01,5.399999618530273438e+01,2.500000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
3.200000000000000000e+01,8.700000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
1.280000000000000000e+02,9.700000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
6.400000000000000000e+01,3.099999809265136719e+01,1.700000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
3.200000000000000000e+01,3.700000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
1.280000000000000000e+02,5.199999618530273438e+01,8.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
3.200000000000000000e+01,4.800000000000000000e+01,2.900000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00
1.600000000000000000e+01,5.999999618530273438e+01,4.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
6.400000000000000000e+01,2.899999809265136719e+01,7.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00
