Ensembled Results,Labels,Error(%)
18.8696884155,3.61637997627,421.783898244
31.2214736938,26.1833000183,19.2419354016
23.7733997345,10.1808996201,133.509813687
20.6448940277,5.67037010193,264.083713349
19.9234916687,3.38569808006,488.460376488
35.214093399,45.9323997498,23.3349583499
20.2987092972,1.02608001232,1878.27742997
19.0508831024,4.39120006561,333.842294083
19.3585521698,1.43391799927,1250.04597053
21.0080730438,5.00306987762,319.903650312
23.7625133514,21.4134998322,10.9697785869
197.271522522,428.527008057,53.96520667
28.3263065338,21.7497386932,30.2374567958
33.4528312683,39.0055999756,14.2358243707
20.6662179947,0.644288003445,3107.60558697
95.4389091492,174.708587646,45.3725140619
19.4739173889,1.3283200264,1366.05614625
61.9387393951,89.3469009399,30.6761188765
92.7148017883,142.99079895,35.1603022929
19.5068922043,9.33015060425,109.073712008
42.8141441345,54.0956993103,20.8548097531
50.5796546936,69.4134979248,27.1328254508
35.9165180206,44.2917022705,18.9091496162
31.9010925293,31.7273006439,0.547767638119
18.2789260864,0.153983995318,11770.6662005
18.4604042053,4.35933017731,323.468823294
20.876571846,6.92013025284,201.678885848
50.9317184448,67.7356948853,24.8081553882
26.9349035263,21.7581596375,23.7921955492
32.3423488617,34.9959030151,7.58247087465
21.7030158997,8.16079998016,165.94225998
22.2817298889,0.998495995998,2131.52921776
27.6814964294,26.3057003021,5.23003041743
88.1913894653,146.798400879,39.9234671922
19.5638702393,0.433472007513,4413.29495335
22.3276218414,24.2360305786,7.87426278818
19.6942310333,3.67750811577,435.531952979
20.9930608749,4.5401597023,362.385956694
38.4551959991,69.2155990601,44.441431525
62.104119873,76.4661941528,18.7822533067
21.3759073257,8.46051025391,152.655060797
27.3218261719,32.3427505493,15.5241106343
30.5189092636,25.5758991241,19.3268284156
32.8184455872,29.1263790131,12.6760232449
47.7152797699,85.2947006226,44.0583302109
123.930189514,214.109802246,42.118395228
19.8130361557,1.87798202038,955.017350577
44.3047912598,41.8367004395,5.89934386409
33.4083221436,34.0052986145,1.75553956375
139.698338318,324.123413086,56.8996460367
21.3990766525,7.40635967255,188.928402058
98.4724647522,182.129898071,45.9328392565
20.9606433868,1.74697804451,1099.82294298
23.8584741592,13.2099199295,80.610285956
80.2290367126,107.435203552,25.3233260049
32.3502300262,22.8868808746,41.348356744
24.1571430206,18.8696689606,28.0210218373
62.0793422699,139.554000854,55.5158993008
35.9190803528,46.3400001526,22.4879580611
25.5104873657,26.8631210327,5.03528114006
19.3635942459,1.1374399662,1602.38384629
46.3380348206,60.5946006775,23.5277825046
72.6994636536,104.013298035,30.1056066607
98.3913597107,128.24319458,23.2775196899
21.7164596558,9.21100997925,135.766324265
26.3843904495,22.9467411041,14.9809915482
38.9051334381,50.1333808899,22.3967489375
60.9621139526,62.7390022278,2.8321908415
21.5070652008,1.98146808147,985.410630728
21.6318983078,11.3924207687,89.8797344912
27.1160587311,10.4041004181,160.628575671
15.2531934738,1.64191794395,828.986343683
22.0993513107,16.9476108551,30.3980336796
20.1965147018,5.57420969009,262.32068445
16.700987339,1.75228393078,853.098241996
18.9366611481,0.848640024662,2131.41268356
20.3824649811,5.64828014374,260.861438569
81.0223388672,103.967399597,22.0694764117
17.8266771317,0.650175988674,2641.82335893
14.7139102936,0.865823984146,1599.41126176
20.1897041321,10.8189496994,86.6142711912
18.7800952911,6.13174009323,206.276766556
20.09503479,1.42256009579,1312.59654686
19.0426797867,3.56383991241,434.330392349
118.919381714,220.640594482,46.1026734483
23.656016922,2.19702386856,976.730082932
20.0801925659,0.481792002916,4067.81358851
138.646386719,210.303512573,34.0731949637
21.1088840485,3.32643413544,534.579949249
37.0421871185,55.6368026733,33.4214308899
35.0725456238,51.1107025146,31.3792534671
36.8911399841,39.1758003235,5.83181535665
82.7893730164,112.632301331,26.4958879128
199.133103943,368.846008301,46.0118587537
20.1368501663,2.55439996719,688.320170096
35.4538131714,66.4048995972,46.6096426823
25.9028026581,14.7445192337,75.6774991949
29.5601760864,21.5618305206,37.0949282722
20.6994392395,3.23228597641,540.396282711
21.1514387131,3.18368005753,564.370738607
70.896459198,104.217498779,31.972595746
31.9061798096,32.0148696899,0.339498118917
26.6178302765,18.0580406189,47.401541719
36.5599351883,25.2155895233,44.9894128174
31.8160396576,26.8901996613,18.3183466779
20.4540538788,2.54949998856,702.277072783
39.7620292664,39.5249023438,0.599943095482
56.7635147095,71.1560974121,20.226773567
29.3221866608,17.1768798828,70.7072929473
20.4676967621,0.732159972191,2695.52250048
111.285948181,160.862991333,30.8194213853
19.2645215988,0.855711996555,2151.28567513
21.5508140564,3.47078990936,520.91957794
25.5685476303,16.8020000458,52.1756193349
21.2738822937,17.0818710327,24.5407031405
40.9524528503,48.2173995972,15.0670646022
23.6517061234,16.667470932,41.9033890615
23.3652248383,13.684129715,70.7468821543
22.1749868393,4.28794002533,417.147784444
26.094021225,19.1940898895,35.9482078867
18.2232515335,3.39732003212,436.400791248
122.96199646,120.606193542,1.95330177355
83.2491905212,108.723495483,23.4303586809
20.6634010315,3.18585205078,548.598889783
19.5680379868,0.586784005165,3234.7940323
196.788978577,442.763000488,55.554330791
34.4171909332,49.7849006653,30.8682141105
20.519801712,1.33321595192,1439.12062652
24.0085720062,14.7951793671,62.2729364111
21.565278244,9.53701972961,126.121774469
23.9472129822,12.6010904312,90.0407993491
30.3246593475,19.9214401245,52.2212207451
39.1666278839,43.0433006287,9.00644859509
17.103980732,1.33411204815,1182.04979152
28.8005004883,23.8775005341,20.6177357098
23.354334259,12.8500499725,81.7450851082
20.3646144867,9.50588989258,114.231541884
95.3711296082,164.467498779,42.0121724255
18.1291118622,0.167231991887,10740.6960042
100.303775024,177.236709595,43.4068849203
27.0774841309,18.6142807007,45.4661857004
34.2456886292,39.0488014221,12.3002822572
21.1050485611,0.759872019291,2677.44778401
29.9085929871,19.726518631,51.616174889
36.0521137238,46.1304969788,21.8475497015
49.6014152527,76.6389007568,35.279062248
29.0967184067,14.6799402237,98.2073357473
20.0660833359,1.06870400906,1777.60906349
66.5007385254,86.0512008667,22.7195694475
35.5989097595,40.7900009155,12.7263815629
49.0033336639,88.53099823,44.6483891025
27.8936658859,23.7278289795,17.5567554454
46.7181575775,61.822101593,24.4313014704
32.8572757721,37.4308013916,12.2186152833
22.1402793884,7.41491031647,198.591330758
39.5741241455,42.7971000671,7.53082782846
21.0562105179,2.8245139122,645.480856969
54.676745224,94.908203125,42.3898636538
41.58372612,53.5847015381,22.3962718343
28.2203525543,23.8222293854,18.4622652137
21.5468492508,6.51155996323,230.901494764
22.439081955,3.85440015793,482.167938863
23.5347602844,8.49077987671,177.180195767
108.602662659,141.589996338,23.2977855303
18.7685823441,4.65499973297,303.191910219
33.2614513397,27.4491004944,21.1750139008
20.2071277618,0.452191978693,4368.7054866
58.3886573792,63.002696991,7.32355888269
17.7464633942,1.03968000412,1606.91590911
76.1851646423,104.450294495,27.0608426611
28.1440109253,13.083199501,115.115659767
29.8245817184,30.1060619354,0.934961927547
18.5970685959,2.12784409523,773.986427745
55.1833202362,68.4395980835,19.3693099003
28.7926225662,34.7353401184,17.1085630137
38.0285114288,53.0247993469,28.2816495353
23.9938800812,18.3366985321,30.8516908819
20.1629486084,1.45120000839,1289.39832496
20.3435569763,1.35340797901,1403.13558748
20.6430921555,1.51343810558,1263.98654688
22.0568002701,13.0745000839,68.7009073272
21.7084033966,7.50591945648,189.217110875
22.0775091171,10.0334405899,120.039266883
20.1368347168,2.57280397415,682.680488646
21.0539131165,8.36810016632,151.597288488
18.8830966949,1.76069998741,972.476675751
42.6852516174,45.5620994568,6.31412483984
19.1105169296,5.13775968552,271.962063222
20.296713829,7.9584903717,155.03220939
36.7504516602,38.939201355,5.62094141292
