149.0,34364.0,315.0,
172.0,25992.0,3158.0,
225.0,1470.0,2991.0,
177.0,75600.0,894.0,
227.0,23064.0,325.0,
50.0,26877.0,3282.0,
148.0,39600.0,3956.0,
149.0,70756.0,2518.0,
157.0,25350.0,1546.0,
256.0,1715.0,2826.0,
40.0,205504.0,1606.0,
74.0,3060.0,3031.0,
211.0,44100.0,329.0,
219.0,956484.0,7.0,
191.0,150.0,2031.0,
212.0,201020.0,195.0,
133.0,68231.0,3050.0,
58.0,64896.0,3860.0,
42.0,68800.0,1523.0,
122.0,323733.0,2298.0,
158.0,78608.0,754.0,
218.0,136890.0,3055.0,
201.0,57600.0,1475.0,
57.0,25047.0,925.0,
134.0,22491.0,1455.0,
221.0,10780.0,3854.0,
163.0,7300.0,3669.0,
134.0,148840.0,1157.0,
114.0,124848.0,1835.0,
138.0,35100.0,14.0,
243.0,26901.0,3685.0,
255.0,234099.0,2314.0,
172.0,220900.0,2981.0,
45.0,4500.0,3467.0,
78.0,55625.0,3653.0,
223.0,37752.0,3249.0,
236.0,43200.0,3906.0,
48.0,48778.0,3050.0,
51.0,3380.0,2867.0,
192.0,35443.0,2012.0,
184.0,14196.0,3590.0,
211.0,2100.0,618.0,
244.0,34200.0,1758.0,
252.0,12150.0,655.0,
248.0,49197.0,3919.0,
244.0,24948.0,2648.0,
117.0,57024.0,1240.0,
156.0,9072.0,999.0,
80.0,14400.0,88.0,
105.0,8712.0,1254.0,
233.0,90000.0,2165.0,
122.0,104222.0,1036.0,
128.0,236250.0,117.0,
74.0,46552.0,2080.0,
171.0,8428.0,1149.0,
252.0,33327.0,700.0,
234.0,792.0,3847.0,
56.0,10043.0,3141.0,
118.0,540.0,3454.0,
43.0,27900.0,3139.0,
139.0,3751.0,3643.0,
147.0,65572.0,2188.0,
41.0,62465.0,265.0,
245.0,21504.0,4076.0,
170.0,358400.0,1337.0,
57.0,72.0,2579.0,
50.0,221728.0,2017.0,
89.0,20535.0,2935.0,
197.0,756.0,2147.0,
77.0,6076.0,1276.0,
78.0,6760.0,3969.0,
70.0,229147.0,66.0,
150.0,540653.0,1240.0,
206.0,134977.0,1832.0,
210.0,3840.0,476.0,
67.0,3887.0,3759.0,
36.0,100.0,1872.0,
245.0,6253.0,2111.0,
194.0,248768.0,1955.0,
64.0,33516.0,1510.0,
238.0,141120.0,1503.0,
230.0,4335.0,324.0,
57.0,165620.0,1030.0,
133.0,325.0,3040.0,
132.0,104040.0,1211.0,
131.0,16393.0,2969.0,
185.0,106580.0,3119.0,
171.0,4374.0,3905.0,
220.0,43659.0,2364.0,
156.0,153664.0,719.0,
204.0,5292.0,974.0,
69.0,99225.0,3382.0,
125.0,8591.0,2245.0,
152.0,300.0,3786.0,
189.0,40320.0,1801.0,
171.0,16900.0,1984.0,
133.0,31875.0,3007.0,
117.0,6237.0,1233.0,
78.0,4608.0,3805.0,
51.0,45625.0,2241.0,
168.0,46656.0,3300.0,
38.0,7803.0,3168.0,
185.0,35301.0,2.0,
32.0,5508.0,473.0,
238.0,99225.0,3466.0,
