4.300000000000000000e+01,3.779000000000000000e+03
5.000000000000000000e+01,3.739000000000000000e+03
1.200000000000000000e+02,8.360000000000000000e+02
2.560000000000000000e+02,1.179000000000000000e+03
1.890000000000000000e+02,1.872000000000000000e+03
1.530000000000000000e+02,1.979000000000000000e+03
1.690000000000000000e+02,3.992000000000000000e+03
1.490000000000000000e+02,3.328000000000000000e+03
1.500000000000000000e+02,1.939000000000000000e+03
8.600000000000000000e+01,3.555000000000000000e+03
2.530000000000000000e+02,3.741000000000000000e+03
4.500000000000000000e+01,2.297000000000000000e+03
9.500000000000000000e+01,3.058000000000000000e+03
1.560000000000000000e+02,5.200000000000000000e+01
2.370000000000000000e+02,2.413000000000000000e+03
1.570000000000000000e+02,1.177000000000000000e+03
5.700000000000000000e+01,1.548000000000000000e+03
1.780000000000000000e+02,4.001000000000000000e+03
3.500000000000000000e+01,2.500000000000000000e+03
2.300000000000000000e+02,1.541000000000000000e+03
1.770000000000000000e+02,5.920000000000000000e+02
1.670000000000000000e+02,2.180000000000000000e+02
6.800000000000000000e+01,9.280000000000000000e+02
1.760000000000000000e+02,2.291000000000000000e+03
5.000000000000000000e+01,5.760000000000000000e+02
9.800000000000000000e+01,2.364000000000000000e+03
1.130000000000000000e+02,2.097000000000000000e+03
9.100000000000000000e+01,1.926000000000000000e+03
1.640000000000000000e+02,9.800000000000000000e+01
5.200000000000000000e+01,4.560000000000000000e+02
2.410000000000000000e+02,2.696000000000000000e+03
1.290000000000000000e+02,1.341000000000000000e+03
8.200000000000000000e+01,1.208000000000000000e+03
1.350000000000000000e+02,2.353000000000000000e+03
7.900000000000000000e+01,9.880000000000000000e+02
7.500000000000000000e+01,2.234000000000000000e+03
1.180000000000000000e+02,5.750000000000000000e+02
5.700000000000000000e+01,3.940000000000000000e+03
1.890000000000000000e+02,3.196000000000000000e+03
1.630000000000000000e+02,1.488000000000000000e+03
8.200000000000000000e+01,3.642000000000000000e+03
2.250000000000000000e+02,3.025000000000000000e+03
2.170000000000000000e+02,2.316000000000000000e+03
2.160000000000000000e+02,4.074000000000000000e+03
1.630000000000000000e+02,2.750000000000000000e+03
1.110000000000000000e+02,3.825000000000000000e+03
1.990000000000000000e+02,6.730000000000000000e+02
7.500000000000000000e+01,1.586000000000000000e+03
1.640000000000000000e+02,3.074000000000000000e+03
1.840000000000000000e+02,3.935000000000000000e+03
1.970000000000000000e+02,3.079000000000000000e+03
1.260000000000000000e+02,2.452000000000000000e+03
1.910000000000000000e+02,3.200000000000000000e+03
2.330000000000000000e+02,3.710000000000000000e+03
3.600000000000000000e+01,1.876000000000000000e+03
3.200000000000000000e+01,3.408000000000000000e+03
1.840000000000000000e+02,3.841000000000000000e+03
2.270000000000000000e+02,2.223000000000000000e+03
1.520000000000000000e+02,1.290000000000000000e+03
1.520000000000000000e+02,1.920000000000000000e+03
1.840000000000000000e+02,3.841000000000000000e+03
2.160000000000000000e+02,2.238000000000000000e+03
1.020000000000000000e+02,8.200000000000000000e+02
6.500000000000000000e+01,1.354000000000000000e+03
