32.0,453.0,1.0,
128.0,2172.0,1.0,
32.0,698.0,1.0,
32.0,2290.0,1.0,
128.0,33.0,1.0,
32.0,488.0,1.0,
256.0,16.0,1.0,
16.0,38.0,1.0,
64.0,538.0,1.0,
64.0,13.0,1.0,
16.0,3871.0,1.0,
16.0,287.0,1.0,
128.0,4078.0,1.0,
16.0,11.0,1.0,
128.0,20.0,1.0,
32.0,13.0,1.0,
128.0,12.0,1.0,
64.0,615.0,1.0,
256.0,11.0,1.0,
128.0,289.0,1.0,
32.0,2410.0,1.0,
128.0,2.0,1.0,
256.0,83.0,1.0,
128.0,2.0,1.0,
64.0,2959.0,1.0,
256.0,42.0,1.0,
64.0,214.0,1.0,
64.0,130.0,1.0,
64.0,61.0,1.0,
128.0,38.0,1.0,
128.0,27.0,1.0,
32.0,2886.0,1.0,
16.0,52.0,1.0,
16.0,297.0,1.0,
32.0,1155.0,1.0,
128.0,55.0,1.0,
16.0,319.0,1.0,
64.0,3.0,1.0,
64.0,11.0,1.0,
32.0,9.0,1.0,
16.0,2972.0,1.0,
256.0,213.0,1.0,
16.0,814.0,1.0,
256.0,24.0,1.0,
64.0,41.0,1.0,
128.0,22.0,1.0,
16.0,725.0,1.0,
64.0,34.0,1.0,
256.0,3.0,1.0,
128.0,104.0,1.0,
16.0,234.0,1.0,
64.0,2369.0,1.0,
128.0,8.0,1.0,
128.0,110.0,1.0,
64.0,3.0,1.0,
128.0,33.0,1.0,
64.0,52.0,1.0,
128.0,21.0,1.0,
256.0,8.0,1.0,
16.0,72.0,1.0,
64.0,134.0,1.0,
256.0,7.0,1.0,
16.0,69.0,1.0,
64.0,2.0,1.0,
64.0,39.0,1.0,
128.0,23.0,1.0,
32.0,163.0,1.0,
256.0,7.0,1.0,
32.0,4.0,1.0,
64.0,1298.0,1.0,
64.0,75.0,1.0,
256.0,3.0,1.0,
64.0,312.0,1.0,
128.0,1331.0,1.0,
64.0,29.0,1.0,
128.0,3.0,1.0,
256.0,29.0,1.0,
16.0,20.0,1.0,
128.0,13.0,1.0,
128.0,5.0,1.0,
32.0,348.0,1.0,
64.0,15.0,1.0,
128.0,11.0,1.0,
128.0,3.0,1.0,
16.0,2044.0,1.0,
16.0,13.0,1.0,
64.0,240.0,1.0,
128.0,15.0,1.0,
128.0,2547.0,1.0,
256.0,237.0,1.0,
32.0,70.0,1.0,
32.0,23.0,1.0,
32.0,1899.0,1.0,
128.0,539.0,1.0,
128.0,13.0,1.0,
16.0,23.0,1.0,
256.0,1.0,1.0,
16.0,141.0,1.0,
256.0,1945.0,1.0,
32.0,104.0,1.0,
128.0,949.0,1.0,
256.0,10.0,1.0,
256.0,5.0,1.0,
32.0,1049.0,1.0,
32.0,4.0,1.0,
128.0,8.0,1.0,
128.0,82.0,1.0,
32.0,742.0,1.0,
128.0,6.0,1.0,
64.0,2.0,1.0,
64.0,3212.0,1.0,
128.0,49.0,1.0,
16.0,56.0,1.0,
256.0,2.0,1.0,
256.0,125.0,1.0,
16.0,770.0,1.0,
32.0,108.0,1.0,
256.0,4.0,1.0,
32.0,524.0,1.0,
32.0,19.0,1.0,
128.0,8.0,1.0,
128.0,151.0,1.0,
256.0,2.0,1.0,
64.0,47.0,1.0,
256.0,248.0,1.0,
32.0,3170.0,1.0,
256.0,3.0,1.0,
16.0,284.0,1.0,
16.0,25.0,1.0,
256.0,4.0,1.0,
64.0,21.0,1.0,
256.0,17.0,1.0,
256.0,3.0,1.0,
64.0,48.0,1.0,
64.0,105.0,1.0,
32.0,360.0,1.0,
32.0,4084.0,1.0,
16.0,12.0,1.0,
128.0,2.0,1.0,
64.0,77.0,1.0,
32.0,51.0,1.0,
128.0,4.0,1.0,
16.0,48.0,1.0,
128.0,2065.0,1.0,
128.0,2.0,1.0,
256.0,2.0,1.0,
256.0,76.0,1.0,
32.0,22.0,1.0,
32.0,43.0,1.0,
32.0,111.0,1.0,
64.0,15.0,1.0,
64.0,15.0,1.0,
16.0,1125.0,1.0,
16.0,370.0,1.0,
256.0,143.0,1.0,
64.0,99.0,1.0,
16.0,61.0,1.0,
256.0,43.0,1.0,
16.0,18.0,1.0,
256.0,17.0,1.0,
32.0,115.0,1.0,
16.0,571.0,1.0,
16.0,865.0,1.0,
256.0,1.0,1.0,
128.0,50.0,1.0,
128.0,8.0,1.0,
256.0,23.0,1.0,
128.0,2.0,1.0,
64.0,1748.0,1.0,
128.0,7.0,1.0,
64.0,114.0,1.0,
64.0,175.0,1.0,
64.0,146.0,1.0,
128.0,16.0,1.0,
128.0,3.0,1.0,
16.0,1786.0,1.0,
128.0,7.0,1.0,
16.0,242.0,1.0,
128.0,10.0,1.0,
16.0,54.0,1.0,
128.0,15.0,1.0,
128.0,113.0,1.0,
32.0,133.0,1.0,
128.0,7.0,1.0,
128.0,1937.0,1.0,
64.0,105.0,1.0,
256.0,5.0,1.0,
128.0,3.0,1.0,
256.0,1.0,1.0,
128.0,5.0,1.0,
128.0,89.0,1.0,
128.0,1.0,1.0,
128.0,1555.0,1.0,
128.0,50.0,1.0,
64.0,947.0,1.0,
128.0,17.0,1.0,
32.0,157.0,1.0,
32.0,24.0,1.0,
64.0,103.0,1.0,
64.0,17.0,1.0,
64.0,792.0,1.0,
128.0,2.0,1.0,
16.0,12.0,1.0,
256.0,936.0,1.0,
256.0,18.0,1.0,
16.0,900.0,1.0,
128.0,1.0,1.0,
64.0,9.0,1.0,
128.0,13.0,1.0,
128.0,3544.0,1.0,
128.0,3449.0,1.0,
64.0,342.0,1.0,
128.0,36.0,1.0,
32.0,14.0,1.0,
64.0,19.0,1.0,
128.0,3.0,1.0,
16.0,1335.0,1.0,
128.0,1.0,1.0,
32.0,28.0,1.0,
16.0,131.0,1.0,
128.0,9.0,1.0,
128.0,254.0,1.0,
64.0,422.0,1.0,
32.0,80.0,1.0,
32.0,823.0,1.0,
64.0,8.0,1.0,
64.0,1312.0,1.0,
16.0,3642.0,1.0,
64.0,132.0,1.0,
256.0,1.0,1.0,
16.0,17.0,1.0,
32.0,544.0,1.0,
32.0,529.0,1.0,
16.0,13.0,1.0,
128.0,96.0,1.0,
