16.0,56.0,17.0,0.0,3.0,2.0,
16.0,71.0,63.0,0.0,3.0,1.0,
128.0,88.0,21.0,0.0,3.0,1.0,
128.0,32.0,13.0,0.0,2.0,1.0,
16.0,93.0,21.0,0.0,2.0,1.0,
64.0,74.0,45.0,1.0,3.0,2.0,
16.0,79.0,18.0,0.0,3.0,1.0,
256.0,34.0,63.0,0.0,2.0,1.0,
128.0,61.0,38.0,0.0,3.0,1.0,
128.0,91.0,15.0,0.0,3.0,1.0,
64.0,84.0,20.0,0.0,3.0,2.0,
32.0,44.0,20.0,1.0,3.0,2.0,
64.0,22.0,9.0,0.0,2.0,1.0,
64.0,33.0,4.0,0.0,2.0,1.0,
16.0,31.0,16.0,0.0,3.0,1.0,
256.0,20.0,9.0,0.0,3.0,2.0,
16.0,31.0,29.0,0.0,3.0,1.0,
64.0,54.0,45.0,0.0,3.0,1.0,
16.0,59.0,152.0,0.0,3.0,1.0,
32.0,78.0,10.0,0.0,3.0,1.0,
64.0,61.0,25.0,0.0,3.0,1.0,
64.0,41.0,27.0,0.0,2.0,1.0,
64.0,9.0,55.0,0.0,2.0,1.0,
128.0,20.0,13.0,0.0,2.0,1.0,
32.0,20.0,9.0,1.0,3.0,2.0,
64.0,92.0,28.0,0.0,3.0,1.0,
64.0,61.0,41.0,0.0,2.0,1.0,
256.0,17.0,18.0,0.0,2.0,1.0,
32.0,77.0,3.0,0.0,3.0,2.0,
64.0,9.0,9.0,0.0,2.0,1.0,
64.0,43.0,42.0,0.0,3.0,2.0,
64.0,43.0,34.0,0.0,2.0,1.0,
128.0,47.0,20.0,0.0,2.0,1.0,
32.0,34.0,29.0,0.0,2.0,1.0,
256.0,88.0,10.0,0.0,3.0,1.0,
32.0,23.0,18.0,0.0,3.0,1.0,
256.0,18.0,34.0,0.0,3.0,1.0,
64.0,29.0,57.0,1.0,3.0,2.0,
16.0,85.0,16.0,0.0,3.0,1.0,
256.0,30.0,13.0,0.0,3.0,1.0,
64.0,64.0,44.0,0.0,3.0,1.0,
32.0,70.0,140.0,0.0,2.0,1.0,
128.0,36.0,19.0,0.0,3.0,2.0,
64.0,84.0,17.0,0.0,3.0,1.0,
32.0,56.0,54.0,0.0,2.0,1.0,
256.0,19.0,30.0,0.0,2.0,1.0,
64.0,31.0,16.0,0.0,3.0,2.0,
64.0,74.0,18.0,0.0,2.0,1.0,
16.0,7.0,3.0,1.0,3.0,2.0,
64.0,7.0,49.0,0.0,3.0,1.0,
64.0,67.0,44.0,0.0,3.0,2.0,
32.0,91.0,36.0,0.0,2.0,1.0,
64.0,66.0,26.0,0.0,3.0,1.0,
16.0,99.0,14.0,1.0,3.0,2.0,
128.0,46.0,131.0,1.0,3.0,2.0,
16.0,31.0,21.0,0.0,2.0,1.0,
64.0,81.0,104.0,0.0,2.0,1.0,
64.0,69.0,5.0,0.0,3.0,2.0,
64.0,81.0,9.0,0.0,2.0,1.0,
256.0,50.0,3.0,0.0,3.0,1.0,
32.0,22.0,7.0,0.0,3.0,1.0,
32.0,66.0,5.0,0.0,3.0,1.0,
64.0,41.0,26.0,1.0,3.0,2.0,
64.0,31.0,134.0,1.0,3.0,2.0,
64.0,5.0,44.0,0.0,2.0,1.0,
32.0,95.0,5.0,0.0,3.0,2.0,
256.0,66.0,4.0,1.0,3.0,2.0,
256.0,3.0,17.0,0.0,3.0,1.0,
32.0,78.0,10.0,0.0,3.0,2.0,
64.0,23.0,4.0,0.0,2.0,1.0,
32.0,13.0,13.0,0.0,2.0,1.0,
32.0,57.0,35.0,1.0,3.0,2.0,
128.0,17.0,66.0,0.0,2.0,1.0,
256.0,79.0,8.0,0.0,2.0,1.0,
16.0,51.0,7.0,0.0,2.0,1.0,
16.0,93.0,5.0,0.0,3.0,1.0,
64.0,58.0,9.0,0.0,2.0,1.0,
256.0,22.0,34.0,0.0,3.0,1.0,
16.0,85.0,24.0,0.0,2.0,1.0,
128.0,36.0,8.0,0.0,2.0,1.0,
64.0,85.0,12.0,1.0,3.0,2.0,
64.0,20.0,46.0,1.0,3.0,2.0,
64.0,10.0,129.0,0.0,3.0,1.0,
128.0,21.0,20.0,0.0,2.0,1.0,
64.0,45.0,7.0,0.0,3.0,1.0,
64.0,24.0,98.0,0.0,2.0,1.0,
128.0,7.0,21.0,0.0,2.0,1.0,
128.0,4.0,12.0,0.0,3.0,1.0,
64.0,91.0,10.0,0.0,2.0,1.0,
64.0,11.0,35.0,0.0,2.0,1.0,
256.0,95.0,13.0,0.0,2.0,1.0,
128.0,77.0,4.0,0.0,2.0,1.0,
32.0,73.0,81.0,1.0,3.0,2.0,
64.0,79.0,45.0,0.0,2.0,1.0,
32.0,34.0,100.0,0.0,2.0,1.0,
16.0,35.0,25.0,0.0,2.0,1.0,
256.0,58.0,3.0,0.0,2.0,1.0,
32.0,77.0,15.0,1.0,3.0,2.0,
32.0,17.0,11.0,0.0,2.0,1.0,
256.0,71.0,19.0,0.0,3.0,2.0,
128.0,44.0,17.0,0.0,3.0,1.0,
32.0,72.0,146.0,0.0,3.0,1.0,
16.0,9.0,3.0,0.0,2.0,1.0,
128.0,67.0,10.0,0.0,2.0,1.0,
128.0,80.0,42.0,1.0,3.0,2.0,
32.0,3.0,21.0,0.0,3.0,1.0,
16.0,85.0,3.0,0.0,2.0,1.0,
64.0,29.0,75.0,0.0,2.0,1.0,
64.0,17.0,6.0,1.0,3.0,2.0,
32.0,73.0,2.0,0.0,2.0,1.0,
32.0,33.0,80.0,0.0,2.0,1.0,
128.0,87.0,59.0,0.0,3.0,2.0,
32.0,90.0,3.0,0.0,2.0,1.0,
128.0,6.0,47.0,0.0,3.0,2.0,
16.0,60.0,16.0,0.0,2.0,1.0,
256.0,23.0,12.0,0.0,2.0,1.0,
32.0,40.0,21.0,0.0,2.0,1.0,
128.0,43.0,74.0,0.0,2.0,1.0,
256.0,18.0,50.0,0.0,3.0,1.0,
256.0,66.0,73.0,0.0,2.0,1.0,
64.0,75.0,56.0,1.0,3.0,2.0,
16.0,95.0,29.0,0.0,3.0,1.0,
16.0,89.0,217.0,0.0,2.0,1.0,
16.0,5.0,121.0,0.0,2.0,1.0,
256.0,70.0,16.0,0.0,2.0,1.0,
64.0,7.0,5.0,0.0,3.0,1.0,
128.0,35.0,71.0,0.0,3.0,1.0,
128.0,100.0,5.0,0.0,3.0,1.0,
