16.0,89.0,1.0,
256.0,2.0,1.0,
128.0,24.0,1.0,
64.0,1747.0,1.0,
32.0,6.0,1.0,
128.0,3.0,1.0,
128.0,110.0,1.0,
128.0,20.0,1.0,
128.0,2014.0,1.0,
32.0,678.0,1.0,
256.0,2.0,1.0,
256.0,125.0,1.0,
256.0,34.0,1.0,
64.0,41.0,1.0,
16.0,26.0,1.0,
128.0,69.0,1.0,
32.0,131.0,1.0,
16.0,87.0,1.0,
32.0,36.0,1.0,
16.0,1811.0,1.0,
256.0,14.0,1.0,
16.0,12.0,1.0,
64.0,767.0,1.0,
64.0,59.0,1.0,
128.0,794.0,1.0,
256.0,7.0,1.0,
128.0,169.0,1.0,
128.0,54.0,1.0,
16.0,1590.0,1.0,
256.0,9.0,1.0,
32.0,289.0,1.0,
128.0,1.0,1.0,
256.0,34.0,1.0,
128.0,88.0,1.0,
64.0,40.0,1.0,
64.0,4.0,1.0,
16.0,24.0,1.0,
16.0,304.0,1.0,
64.0,4.0,1.0,
256.0,49.0,1.0,
32.0,619.0,1.0,
64.0,683.0,1.0,
256.0,12.0,1.0,
256.0,4.0,1.0,
64.0,6.0,1.0,
32.0,20.0,1.0,
128.0,2015.0,1.0,
128.0,9.0,1.0,
32.0,1075.0,1.0,
256.0,87.0,1.0,
32.0,1405.0,1.0,
64.0,1.0,1.0,
64.0,1.0,1.0,
32.0,34.0,1.0,
128.0,3906.0,1.0,
32.0,4.0,1.0,
64.0,5.0,1.0,
256.0,13.0,1.0,
256.0,2980.0,1.0,
64.0,2874.0,1.0,
16.0,3798.0,1.0,
256.0,223.0,1.0,
256.0,4.0,1.0,
128.0,35.0,1.0,
16.0,799.0,1.0,
256.0,82.0,1.0,
128.0,3.0,1.0,
16.0,90.0,1.0,
256.0,3.0,1.0,
32.0,436.0,1.0,
32.0,897.0,1.0,
32.0,4.0,1.0,
32.0,2093.0,1.0,
256.0,9.0,1.0,
256.0,490.0,1.0,
32.0,26.0,1.0,
256.0,352.0,1.0,
256.0,419.0,1.0,
256.0,2.0,1.0,
128.0,283.0,1.0,
128.0,51.0,1.0,
32.0,31.0,1.0,
128.0,7.0,1.0,
128.0,77.0,1.0,
256.0,172.0,1.0,
16.0,97.0,1.0,
128.0,86.0,1.0,
64.0,28.0,1.0,
256.0,244.0,1.0,
16.0,65.0,1.0,
256.0,3.0,1.0,
64.0,44.0,1.0,
128.0,327.0,1.0,
64.0,3612.0,1.0,
32.0,2025.0,1.0,
32.0,33.0,1.0,
64.0,709.0,1.0,
64.0,2.0,1.0,
256.0,13.0,1.0,
32.0,2178.0,1.0,
64.0,33.0,1.0,
128.0,2.0,1.0,
16.0,66.0,1.0,
64.0,1735.0,1.0,
16.0,17.0,1.0,
128.0,562.0,1.0,
32.0,50.0,1.0,
256.0,2.0,1.0,
64.0,8.0,1.0,
32.0,59.0,1.0,
64.0,1856.0,1.0,
32.0,74.0,1.0,
16.0,209.0,1.0,
64.0,1.0,1.0,
128.0,109.0,1.0,
32.0,834.0,1.0,
16.0,16.0,1.0,
256.0,43.0,1.0,
256.0,1700.0,1.0,
256.0,7.0,1.0,
128.0,2.0,1.0,
256.0,30.0,1.0,
128.0,3.0,1.0,
256.0,313.0,1.0,
128.0,513.0,1.0,
64.0,281.0,1.0,
16.0,1373.0,1.0,
64.0,20.0,1.0,
64.0,4.0,1.0,
32.0,72.0,1.0,
64.0,2.0,1.0,
32.0,2098.0,1.0,
16.0,95.0,1.0,
128.0,2754.0,1.0,
32.0,16.0,1.0,
128.0,5.0,1.0,
16.0,37.0,1.0,
128.0,3381.0,1.0,
128.0,560.0,1.0,
256.0,3.0,1.0,
32.0,27.0,1.0,
128.0,161.0,1.0,
32.0,3161.0,1.0,
16.0,59.0,1.0,
256.0,5.0,1.0,
64.0,192.0,1.0,
16.0,3102.0,1.0,
256.0,7.0,1.0,
64.0,43.0,1.0,
32.0,3906.0,1.0,
128.0,5.0,1.0,
32.0,224.0,1.0,
16.0,1061.0,1.0,
64.0,3512.0,1.0,
128.0,53.0,1.0,
64.0,30.0,1.0,
128.0,1144.0,1.0,
256.0,8.0,1.0,
128.0,133.0,1.0,
256.0,1.0,1.0,
256.0,28.0,1.0,
16.0,1855.0,1.0,
64.0,2664.0,1.0,
64.0,8.0,1.0,
16.0,3459.0,1.0,
256.0,44.0,1.0,
256.0,78.0,1.0,
64.0,66.0,1.0,
256.0,22.0,1.0,
128.0,12.0,1.0,
128.0,16.0,1.0,
64.0,19.0,1.0,
256.0,228.0,1.0,
64.0,108.0,1.0,
32.0,1574.0,1.0,
32.0,211.0,1.0,
32.0,161.0,1.0,
128.0,3681.0,1.0,
64.0,2.0,1.0,
16.0,10.0,1.0,
32.0,3.0,1.0,
32.0,67.0,1.0,
16.0,144.0,1.0,
64.0,6.0,1.0,
64.0,823.0,1.0,
64.0,122.0,1.0,
16.0,98.0,1.0,
256.0,308.0,1.0,
16.0,204.0,1.0,
128.0,142.0,1.0,
128.0,147.0,1.0,
256.0,7.0,1.0,
256.0,179.0,1.0,
16.0,36.0,1.0,
32.0,92.0,1.0,
